Parameter Name,Value
General Information,
Sample name:,
Start of measurement:,10*19*2018 3:35:26 PM
Stop of measurement:,10*23*2018 2:00:40 PM
Duration of Measurements:,3 Days
Geometric Parameters,
Soil surface area [cm2]:,249
Soil column height [cm]:,5.1
Position lower tensiometer [cm]:,3.75
Position upper tensiometer [cm]:,1.25
HYPROP Parameters,
Measurement head net weight [g]:,375
Empty soil sampling ring weight [g]:,208
Air entry pressure upper tensiometer [bar]:,8.8
Air entry pressure lower tensiometer [bar]:,8.8
Density of solid substance [g/cm3]:,2.65
Statistical analysis,
Tensiometer [hPa]:,0.15
Scale [g]:,0.05
Sensor Unit Information,
Busnumber:,1
Subaddress:,1
Serial number:,1640
Sensor unit name:,MY-HYPROP---
Firmware Version:,1.4
Scale Information,
Serial number:,144226084
Scale name:,HYPROP Balance
Correction,
Volume correction [ml]:,0
Weight correction [g]:,0
Start/Stop Line,
Start,10*19*2018 3:35:26 PM
Stop,10*23*2018 2:00:40 PM
,
Calculation of water contents,
Calculation of water contents,From dry soil weight [g]:
Initial water content [Vol%]:,0.56474758880307
Dry soil weight [g]:,109.1
Additional Soil Paramters,
Density [g/cm3]:,1.10
Porosity [-]:,0.58
Fitting Parameters,
INTERPOL,2
Tensiometer_Mean,2
Polynomial_degree,5
wtheta,1
wk,0.001
Fitting,
Model Description,traditional constrained van Genuchten-Mualem model
Notes,
General data,
- Site coordinates,
- Sampling date,
- Site description,
- Soil type,
- Land use,
Soil physical data,
"- Texture (%clay, %silt, %sand)",
- Soil texture class,
- Sampling depth,
- Organic carbon content,
Sample preparation and handling,
- Initial saturation procedure,
"- Swelling handling (suppressed, not suppressed, under load)",
Date / Time,Tension bottom [hPa],Tension top [hPa],Temperature [°C],Gross weight [g],Net weight [g],Weight change [g]
10*21*2018 8:17:04 AM,75.83,78.78,18.2,734.27,151.27,-13.74
10*21*2018 8:27:05 AM,76.56,79.62,18.19,734.21,151.21,-13.8
10*21*2018 8:37:06 AM,77.14,80.12,18.18,734.17,151.17,-13.84
10*21*2018 8:47:08 AM,77.76,80.81,18.16,734.11,151.11,-13.9
10*21*2018 8:57:10 AM,78.45,81.5,18.15,734.06,151.06,-13.95
10*21*2018 9:07:12 AM,78.95,81.97,18.14,734.01,151.01,-14
10*21*2018 9:17:14 AM,79.61,82.64,18.15,733.95,150.95,-14.06
10*21*2018 9:27:16 AM,80.42,83.52,18.17,733.9,150.9,-14.11
10*21*2018 9:37:17 AM,81.17,84.23,18.17,733.85,150.85,-14.16
10*21*2018 9:47:19 AM,81.87,85,18.17,733.79,150.79,-14.22
10*21*2018 9:57:22 AM,82.57,85.69,18.17,733.74,150.74,-14.27
10*21*2018 10:07:26 AM,82.97,86.07,18.17,733.69,150.69,-14.32
10*21*2018 10:17:31 AM,83.63,86.77,18.19,733.64,150.64,-14.37
10*21*2018 10:27:33 AM,84.44,87.6,18.22,733.59,150.59,-14.42
10*21*2018 10:37:35 AM,84.6,87.44,18.25,733.54,150.54,-14.47
10*21*2018 10:47:40 AM,85.02,88.17,18.29,733.5,150.5,-14.51
10*21*2018 10:57:43 AM,85.29,88.35,18.34,733.46,150.46,-14.55
10*21*2018 11:07:46 AM,86.04,89.13,18.4,733.41,150.41,-14.6
10*21*2018 11:17:48 AM,86.51,89.69,18.46,733.37,150.37,-14.64
10*21*2018 11:27:48 AM,86.97,90.04,18.52,733.33,150.33,-14.68
10*21*2018 11:37:53 AM,87.69,90.91,18.58,733.29,150.29,-14.72
10*21*2018 11:47:56 AM,88.28,91.5,18.65,733.24,150.24,-14.77
10*21*2018 11:58:00 AM,88.58,91.65,18.72,733.21,150.21,-14.8
10*21*2018 12:08:02 PM,89.29,92.47,18.79,733.16,150.16,-14.85
10*21*2018 12:18:06 PM,89.81,92.91,18.86,733.12,150.12,-14.89
10*21*2018 12:28:08 PM,90.41,93.57,18.93,733.08,150.08,-14.93
10*21*2018 12:38:12 PM,90.98,94.12,18.99,733.04,150.04,-14.97
10*21*2018 12:48:13 PM,91.53,94.83,19.05,732.99,149.99,-15.02
10*21*2018 12:58:17 PM,92.23,95.47,19.12,732.95,149.95,-15.06
10*21*2018 1:08:21 PM,92.8,95.93,19.18,732.91,149.91,-15.1
10*21*2018 1:18:23 PM,92.76,95.92,19.26,732.87,149.87,-15.14
10*21*2018 1:28:25 PM,93.15,96.28,19.34,732.83,149.83,-15.18
10*21*2018 1:38:25 PM,93.6,96.77,19.42,732.8,149.8,-15.21
10*21*2018 1:48:27 PM,94.12,97.35,19.5,732.76,149.76,-15.25
10*21*2018 1:58:31 PM,94.57,97.66,19.58,732.73,149.73,-15.28
10*21*2018 2:08:36 PM,95.19,98.38,19.65,732.69,149.69,-15.32
10*21*2018 2:18:36 PM,95.5,98.7,19.73,732.65,149.65,-15.36
10*21*2018 2:28:42 PM,95.84,98.99,19.8,732.62,149.62,-15.39
10*21*2018 2:38:44 PM,96.29,99.45,19.88,732.59,149.59,-15.42
10*21*2018 2:48:46 PM,96.86,99.99,19.95,732.55,149.55,-15.46
10*21*2018 2:58:49 PM,97.43,100.58,20.02,732.52,149.52,-15.49
10*21*2018 3:08:53 PM,98.55,101.68,20.08,732.48,149.48,-15.53
10*21*2018 3:18:55 PM,98.94,102.11,20.13,732.44,149.44,-15.57
10*21*2018 3:28:55 PM,99.48,102.68,20.19,732.41,149.41,-15.6
10*21*2018 3:38:58 PM,99.94,103.13,20.25,732.37,149.37,-15.64
10*21*2018 3:48:59 PM,100.48,103.7,20.32,732.33,149.33,-15.68
10*21*2018 3:59:01 PM,101.13,104.34,20.37,732.3,149.3,-15.71
10*21*2018 4:09:05 PM,102.14,105.36,20.42,732.26,149.26,-15.75
10*21*2018 4:19:05 PM,102.51,105.72,20.46,732.22,149.22,-15.79
10*21*2018 4:29:09 PM,102.96,106.11,20.51,732.18,149.18,-15.83
10*21*2018 4:39:13 PM,103.72,106.98,20.56,732.15,149.15,-15.86
10*21*2018 4:49:15 PM,104.29,107.49,20.6,732.11,149.11,-15.9
10*21*2018 4:59:16 PM,104.76,108,20.65,732.06,149.06,-15.95
10*21*2018 5:09:21 PM,105.91,109.16,20.69,732.02,149.02,-15.99
10*21*2018 5:19:27 PM,106.27,109.55,20.72,731.99,148.99,-16.02
10*21*2018 5:29:28 PM,107.01,110.32,20.75,731.95,148.95,-16.06
10*21*2018 5:39:28 PM,107.62,110.89,20.78,731.92,148.92,-16.09
10*21*2018 5:49:28 PM,108.29,111.55,20.8,731.88,148.88,-16.13
10*21*2018 5:59:28 PM,109,112.46,20.82,731.83,148.83,-16.18
10*21*2018 6:09:29 PM,110.17,113.47,20.83,731.79,148.79,-16.22
10*21*2018 6:19:31 PM,110.8,114.02,20.82,731.76,148.76,-16.25
10*21*2018 6:29:34 PM,111.23,114.49,20.81,731.72,148.72,-16.29
10*21*2018 6:39:38 PM,111.82,115.09,20.8,731.68,148.68,-16.33
10*21*2018 6:49:40 PM,112.7,116.38,20.78,731.64,148.64,-16.37
10*21*2018 6:59:44 PM,113.95,117.69,20.75,731.59,148.59,-16.42
10*21*2018 7:09:50 PM,115.35,119.11,20.71,731.55,148.55,-16.46
10*21*2018 7:19:51 PM,116.34,120.09,20.66,731.5,148.5,-16.51
10*21*2018 7:29:52 PM,117.67,121.56,20.61,731.45,148.45,-16.56
10*21*2018 7:39:56 PM,118.95,122.79,20.53,731.4,148.4,-16.61
10*21*2018 7:49:56 PM,119.69,123.52,20.45,731.35,148.35,-16.66
10*21*2018 7:59:57 PM,120.85,125.01,20.37,731.32,148.32,-16.69
10*21*2018 8:09:59 PM,122.54,126.79,20.29,731.26,148.26,-16.75
10*21*2018 8:20:03 PM,123.86,128.01,20.2,731.2,148.2,-16.81
10*21*2018 8:30:05 PM,124.88,129.05,20.1,731.15,148.15,-16.86
10*21*2018 8:40:08 PM,126.1,130.37,20,731.1,148.1,-16.91
10*21*2018 8:50:12 PM,127.29,131.64,19.92,731.04,148.04,-16.97
10*21*2018 9:00:13 PM,128.5,133.02,19.83,730.99,147.99,-17.02
10*21*2018 9:10:16 PM,129.53,133.92,19.74,730.93,147.93,-17.08
10*21*2018 9:20:21 PM,131.03,135.57,19.65,730.88,147.88,-17.13
10*21*2018 9:30:23 PM,132.16,136.59,19.57,730.82,147.82,-17.19
10*21*2018 9:40:25 PM,133.07,137.53,19.5,730.76,147.76,-17.25
10*21*2018 9:50:25 PM,134.08,138.58,19.44,730.7,147.7,-17.31
10*21*2018 10:00:28 PM,135.23,139.81,19.39,730.65,147.65,-17.36
10*21*2018 10:10:33 PM,136.35,140.93,19.33,730.59,147.59,-17.42
10*21*2018 10:20:36 PM,137.49,142.12,19.28,730.54,147.54,-17.47
10*21*2018 10:30:38 PM,138.91,143.8,19.23,730.48,147.48,-17.53
10*21*2018 10:40:43 PM,140.22,145.12,19.18,730.43,147.43,-17.58
10*21*2018 10:50:46 PM,141.35,146.27,19.13,730.37,147.37,-17.64
10*21*2018 11:00:50 PM,142.59,147.3,19.09,730.31,147.31,-17.7
10*21*2018 11:10:53 PM,143.74,148.7,19.05,730.26,147.26,-17.75
10*21*2018 11:20:56 PM,144.91,149.96,19.01,730.21,147.21,-17.8
10*21*2018 11:30:58 PM,146.24,151.41,18.97,730.15,147.15,-17.86
10*21*2018 11:41:01 PM,147.53,152.8,18.93,730.1,147.1,-17.91
10*21*2018 11:51:04 PM,148.98,154.56,18.9,730.04,147.04,-17.97
10*22*2018 12:01:08 AM,150.12,155.58,18.86,729.98,146.98,-18.03
10*22*2018 12:11:08 AM,151.23,156.73,18.84,729.93,146.93,-18.08
10*22*2018 12:21:09 AM,152.7,158.3,18.81,729.87,146.87,-18.14
10*22*2018 12:31:13 AM,153.67,159.32,18.78,729.82,146.82,-18.19
10*22*2018 12:41:17 AM,155.08,160.81,18.75,729.77,146.77,-18.24
10*22*2018 12:51:21 AM,156.6,162.56,18.72,729.71,146.71,-18.3
10*22*2018 1:01:21 AM,158.05,164.24,18.69,729.66,146.66,-18.35
10*22*2018 1:11:25 AM,159.33,165.27,18.67,729.6,146.6,-18.41
10*22*2018 1:21:28 AM,160.71,166.86,18.65,729.55,146.55,-18.46
10*22*2018 1:31:29 AM,162.18,168.37,18.62,729.49,146.49,-18.52
10*22*2018 1:41:33 AM,163.6,169.89,18.59,729.44,146.44,-18.57
10*22*2018 1:51:37 AM,165.01,171.47,18.56,729.38,146.38,-18.63
10*22*2018 2:01:37 AM,166.42,172.91,18.52,729.32,146.32,-18.69
10*22*2018 2:11:38 AM,167.8,174.56,18.5,729.27,146.27,-18.74
10*22*2018 2:21:42 AM,169.23,175.81,18.47,729.22,146.22,-18.79
10*22*2018 2:31:45 AM,170.66,177.43,18.45,729.16,146.16,-18.85
10*22*2018 2:41:47 AM,172.04,178.89,18.43,729.12,146.12,-18.89
10*22*2018 2:51:48 AM,173.56,180.62,18.4,729.06,146.06,-18.95
10*22*2018 3:01:48 AM,175.05,182.25,18.38,729,146,-19.01
10*22*2018 3:11:55 AM,176.51,183.85,18.37,728.95,145.95,-19.06
10*22*2018 3:21:57 AM,177.94,185.29,18.36,728.9,145.9,-19.11
10*22*2018 3:32:00 AM,179.44,186.9,18.35,728.85,145.85,-19.16
10*22*2018 3:42:04 AM,180.98,188.53,18.33,728.79,145.79,-19.22
10*22*2018 3:52:08 AM,182.55,190.24,18.31,728.74,145.74,-19.27
10*22*2018 4:02:12 AM,184.1,192.08,18.28,728.69,145.69,-19.32
10*22*2018 4:12:15 AM,185.72,193.66,18.26,728.64,145.64,-19.37
10*22*2018 4:22:19 AM,187.3,195.37,18.24,728.58,145.58,-19.43
10*22*2018 4:32:20 AM,188.83,197,18.23,728.53,145.53,-19.48
10*22*2018 4:42:24 AM,190.39,198.73,18.2,728.48,145.48,-19.53
10*22*2018 4:52:26 AM,192.16,200.92,18.18,728.42,145.42,-19.59
10*22*2018 5:02:27 AM,193.84,202.67,18.14,728.37,145.37,-19.64
10*22*2018 5:12:32 AM,195.54,204.42,18.11,728.32,145.32,-19.69
10*22*2018 5:22:34 AM,197.34,206.43,18.08,728.26,145.26,-19.75
10*22*2018 5:32:35 AM,199.01,208.28,18.05,728.21,145.21,-19.8
10*22*2018 5:42:40 AM,200.78,210.31,18.03,728.15,145.15,-19.86
10*22*2018 5:52:44 AM,202.62,212.24,18,728.1,145.1,-19.91
10*22*2018 6:02:47 AM,204.24,214.42,17.97,728.05,145.05,-19.96
10*22*2018 6:12:50 AM,205.99,215.95,17.95,727.99,144.99,-20.02
10*22*2018 6:22:53 AM,207.73,217.76,17.93,727.94,144.94,-20.07
10*22*2018 6:32:55 AM,209.58,220.03,17.9,727.89,144.89,-20.12
10*22*2018 6:42:58 AM,211.42,222.17,17.87,727.84,144.84,-20.17
10*22*2018 6:53:02 AM,213.17,223.97,17.85,727.78,144.78,-20.23
10*22*2018 7:03:05 AM,214.79,225.94,17.83,727.74,144.74,-20.27
10*22*2018 7:13:11 AM,216.73,227.81,17.81,727.67,144.67,-20.34
10*22*2018 7:23:11 AM,218.73,230.16,17.79,727.61,144.61,-20.4
10*22*2018 7:33:12 AM,220.7,232.47,17.75,727.56,144.56,-20.45
10*22*2018 7:43:15 AM,222.53,234.4,17.72,727.51,144.51,-20.5
10*22*2018 7:53:17 AM,224.47,236.49,17.69,727.46,144.46,-20.55
10*22*2018 8:03:19 AM,226.24,238.59,17.67,727.41,144.41,-20.6
10*22*2018 8:13:23 AM,228.16,240.62,17.66,727.35,144.35,-20.66
10*22*2018 8:23:27 AM,230.17,242.94,17.64,727.29,144.29,-20.72
10*22*2018 8:33:28 AM,232.12,245.14,17.62,727.24,144.24,-20.77
10*22*2018 8:43:33 AM,234.18,247.46,17.6,727.18,144.18,-20.83
10*22*2018 8:53:34 AM,235.8,248.75,17.58,727.14,144.14,-20.87
10*22*2018 9:03:39 AM,237.63,251.6,17.59,727.09,144.09,-20.92
10*22*2018 9:13:40 AM,239.27,253,17.62,727.04,144.04,-20.97
10*22*2018 9:23:44 AM,241.01,255.05,17.67,726.99,143.99,-21.02
10*22*2018 9:33:45 AM,242.84,257.18,17.73,726.94,143.94,-21.07
10*22*2018 9:43:47 AM,244.73,259.38,17.79,726.87,143.87,-21.14
10*22*2018 9:53:48 AM,246.56,261.33,17.85,726.82,143.82,-21.19
10*22*2018 10:03:49 AM,248.59,264.22,17.91,726.77,143.77,-21.24
10*22*2018 10:13:50 AM,250.6,266.15,17.97,726.72,143.72,-21.29
10*22*2018 10:23:51 AM,252.54,268.39,18.03,726.67,143.67,-21.34
10*22*2018 10:33:52 AM,254.49,270.58,18.09,726.62,143.62,-21.39
10*22*2018 10:43:56 AM,256.9,273.57,18.16,726.55,143.55,-21.46
10*22*2018 10:53:57 AM,259.01,275.46,18.21,726.5,143.5,-21.51
10*22*2018 11:03:58 AM,261,278.56,18.24,726.45,143.45,-21.56
10*22*2018 11:14:03 AM,263.27,280.7,18.27,726.41,143.41,-21.6
10*22*2018 11:24:08 AM,265.71,283.49,18.3,726.36,143.36,-21.65
10*22*2018 11:34:08 AM,268.07,286.68,18.32,726.3,143.3,-21.71
10*22*2018 11:44:10 AM,270.66,289.6,18.34,726.25,143.25,-21.76
10*22*2018 11:54:10 AM,272.92,291.3,18.36,726.2,143.2,-21.81
10*22*2018 12:04:15 PM,274.89,293.58,18.39,726.16,143.16,-21.85
10*22*2018 12:14:18 PM,277.09,296.57,18.43,726.1,143.1,-21.91
10*22*2018 12:24:19 PM,279.58,299.55,18.46,726.06,143.06,-21.95
10*22*2018 12:34:21 PM,281.49,300.46,18.49,726.02,143.02,-21.99
10*22*2018 12:44:21 PM,283.36,302.61,18.52,725.97,142.97,-22.04
10*22*2018 12:54:24 PM,286.11,306.9,18.56,725.92,142.92,-22.09
10*22*2018 1:04:24 PM,288.6,309.57,18.59,725.88,142.88,-22.13
10*22*2018 1:14:28 PM,290.45,310.85,18.62,725.83,142.83,-22.18
10*22*2018 1:24:31 PM,291.39,315.36,18.66,725.78,142.78,-22.23
10*22*2018 1:34:34 PM,294.65,317.72,18.69,725.73,142.73,-22.28
10*22*2018 1:44:39 PM,297.34,320.28,18.73,725.69,142.69,-22.32
10*22*2018 1:54:44 PM,299.43,321.24,18.76,725.64,142.64,-22.37
10*22*2018 2:04:48 PM,301.5,324.04,18.8,725.6,142.6,-22.41
10*22*2018 2:14:48 PM,303.22,324.95,18.85,725.57,142.57,-22.44
10*22*2018 2:24:48 PM,304.32,323.78,18.91,725.54,142.54,-22.47
10*22*2018 2:34:50 PM,305.45,324.61,19,725.51,142.51,-22.5
10*22*2018 2:44:54 PM,307.03,327.08,19.09,725.48,142.48,-22.53
10*22*2018 2:54:54 PM,308.97,328.72,19.17,725.44,142.44,-22.57
10*22*2018 3:04:55 PM,310.64,331.11,19.24,725.41,142.41,-22.6
10*22*2018 3:14:55 PM,312.46,333.8,19.32,725.37,142.37,-22.64
10*22*2018 3:24:58 PM,314.9,337.25,19.37,725.34,142.34,-22.67
10*22*2018 3:35:03 PM,317.62,340.63,19.42,725.29,142.29,-22.72
10*22*2018 3:45:06 PM,319.83,343.36,19.45,725.25,142.25,-22.76
10*22*2018 3:55:08 PM,321.8,343.97,19.47,725.23,142.23,-22.78
10*22*2018 4:05:09 PM,323.88,348.58,19.5,725.18,142.18,-22.83
10*22*2018 4:15:11 PM,326.19,350.42,19.51,725.15,142.15,-22.86
10*22*2018 4:25:15 PM,328.59,353.51,19.52,725.11,142.11,-22.9
10*22*2018 4:35:17 PM,331.65,359.26,19.53,725.06,142.06,-22.95
10*22*2018 4:45:21 PM,334.86,363.5,19.51,725.01,142.01,-23
10*22*2018 4:55:23 PM,337.77,366.76,19.5,724.97,141.97,-23.04
10*22*2018 5:05:24 PM,340.65,370.58,19.48,724.92,141.92,-23.09
10*22*2018 5:15:25 PM,343.8,375.1,19.47,724.87,141.87,-23.14
10*22*2018 5:25:25 PM,346.97,378.85,19.44,724.82,141.82,-23.19
10*22*2018 5:35:29 PM,349.92,381.97,19.41,724.77,141.77,-23.24
10*22*2018 5:45:31 PM,352.34,384.34,19.39,724.73,141.73,-23.28
10*22*2018 5:55:34 PM,355.59,389.27,19.37,724.68,141.68,-23.33
10*22*2018 6:05:35 PM,358.81,393.27,19.34,724.63,141.63,-23.38
10*22*2018 6:15:42 PM,361.45,395.55,19.31,724.57,141.57,-23.44
10*22*2018 6:25:43 PM,364.36,399.53,19.29,724.53,141.53,-23.48
10*22*2018 6:35:47 PM,367.46,403.67,19.26,724.48,141.48,-23.53
10*22*2018 6:45:47 PM,370.64,408.27,19.21,724.43,141.43,-23.58
10*22*2018 6:55:48 PM,373.75,412.03,19.16,724.39,141.39,-23.62
10*22*2018 7:05:51 PM,376.85,415.87,19.11,724.34,141.34,-23.67
10*22*2018 7:15:55 PM,380.2,420.52,19.06,724.29,141.29,-23.72
10*22*2018 7:26:01 PM,383.1,422.85,19.02,724.24,141.24,-23.77
10*22*2018 7:36:04 PM,386.05,427.13,18.98,724.19,141.19,-23.82
10*22*2018 7:46:08 PM,389.34,431.61,18.95,724.14,141.14,-23.87
10*22*2018 7:56:13 PM,392.67,435.24,18.9,724.09,141.09,-23.92
10*22*2018 8:06:13 PM,395.71,438.88,18.86,724.04,141.04,-23.97
10*22*2018 8:16:15 PM,398.94,443.87,18.83,724,141,-24.01
10*22*2018 8:26:19 PM,402.2,448.14,18.79,723.95,140.95,-24.06
10*22*2018 8:36:19 PM,405.48,452.39,18.76,723.9,140.9,-24.11
10*22*2018 8:46:19 PM,408.67,455.97,18.73,723.86,140.86,-24.15
10*22*2018 8:56:22 PM,411.94,460.77,18.7,723.81,140.81,-24.2
10*22*2018 9:06:25 PM,415.34,465.7,18.67,723.76,140.76,-24.25
10*22*2018 9:16:26 PM,418.84,470.74,18.63,723.71,140.71,-24.3
10*22*2018 9:26:27 PM,422.26,474.89,18.6,723.66,140.66,-24.35
10*22*2018 9:36:34 PM,425.72,479.65,18.57,723.61,140.61,-24.4
10*22*2018 9:46:37 PM,429.2,484.05,18.54,723.56,140.56,-24.45
10*22*2018 9:56:39 PM,432.58,488.91,18.52,723.52,140.52,-24.49
10*22*2018 10:06:42 PM,436.1,493.87,18.5,723.46,140.46,-24.55
10*22*2018 10:16:45 PM,439.72,499,18.47,723.41,140.41,-24.6
10*22*2018 10:26:45 PM,443.36,504.05,18.44,723.36,140.36,-24.65
10*22*2018 10:36:49 PM,446.96,509.21,18.42,723.31,140.31,-24.7
10*22*2018 10:46:51 PM,450.71,514.93,18.39,723.26,140.26,-24.75
10*22*2018 10:56:56 PM,454.47,520.38,18.36,723.21,140.21,-24.8
10*22*2018 11:06:56 PM,458.13,525.04,18.34,723.16,140.16,-24.85
10*22*2018 11:16:57 PM,461.84,529.86,18.32,723.11,140.11,-24.9
10*22*2018 11:26:57 PM,465.58,535.29,18.3,723.06,140.06,-24.95
10*22*2018 11:37:01 PM,469.29,540.65,18.28,723.01,140.01,-25
10*22*2018 11:47:02 PM,473.07,545.7,18.26,722.96,139.96,-25.05
10*22*2018 11:57:04 PM,476.91,551.79,18.23,722.92,139.92,-25.09
10*23*2018 12:07:04 AM,480.84,558.03,18.21,722.87,139.87,-25.14
10*23*2018 12:17:07 AM,484.8,563.51,18.18,722.82,139.82,-25.19
10*23*2018 12:27:10 AM,488.68,568.7,18.17,722.77,139.77,-25.24
10*23*2018 12:37:12 AM,492.6,574.4,18.15,722.72,139.72,-25.29
10*23*2018 12:47:15 AM,496.56,580.11,18.13,722.67,139.67,-25.34
10*23*2018 12:57:16 AM,500.6,585.95,18.1,722.62,139.62,-25.39
10*23*2018 1:07:16 AM,504.62,592.04,18.07,722.57,139.57,-25.44
10*23*2018 1:17:16 AM,508.74,599.06,18.05,722.53,139.53,-25.48
10*23*2018 1:27:18 AM,512.89,604.85,18.03,722.48,139.48,-25.53
10*23*2018 1:37:20 AM,516.91,610.97,18.01,722.43,139.43,-25.58
10*23*2018 1:47:24 AM,521.19,617.25,17.99,722.37,139.37,-25.64
10*23*2018 1:57:31 AM,525.35,623.14,17.97,722.33,139.33,-25.68
10*23*2018 2:07:34 AM,529.53,629.07,17.95,722.28,139.28,-25.73
10*23*2018 2:17:34 AM,533.69,635.38,17.93,722.23,139.23,-25.78
10*23*2018 2:27:34 AM,538.01,642.89,17.91,722.18,139.18,-25.83
10*23*2018 2:37:40 AM,542.28,649.96,17.89,722.13,139.13,-25.88
10*23*2018 2:47:42 AM,546.62,656.48,17.87,722.09,139.09,-25.92
10*23*2018 2:57:47 AM,550.97,662.37,17.86,722.03,139.03,-25.98
10*23*2018 3:07:50 AM,555.34,669.2,17.84,721.99,138.99,-26.02
10*23*2018 3:17:54 AM,559.8,675.99,17.82,721.94,138.94,-26.07
10*23*2018 3:27:56 AM,564.15,683.24,17.8,721.9,138.9,-26.11
10*23*2018 3:37:59 AM,568.65,690.09,17.78,721.85,138.85,-26.16
10*23*2018 3:48:03 AM,573.2,698.92,17.76,721.81,138.81,-26.2
10*23*2018 3:58:05 AM,577.87,706.58,17.74,721.75,138.75,-26.26
10*23*2018 4:08:09 AM,582.44,712.87,17.72,721.71,138.71,-26.3
10*23*2018 4:18:12 AM,587.11,720.58,17.71,721.66,138.66,-26.35
10*23*2018 4:28:16 AM,591.77,727.82,17.69,721.61,138.61,-26.4
10*23*2018 4:38:18 AM,596.45,735.25,17.67,721.57,138.57,-26.44
10*23*2018 4:48:20 AM,601.22,743.16,17.64,721.52,138.52,-26.49
10*23*2018 4:58:22 AM,606.03,751.68,17.62,721.47,138.47,-26.54
10*23*2018 5:08:24 AM,610.81,760.15,17.59,721.43,138.43,-26.58
10*23*2018 5:18:25 AM,615.63,768.73,17.57,721.38,138.38,-26.63
10*23*2018 5:28:27 AM,620.51,776.78,17.55,721.34,138.34,-26.67
10*23*2018 5:38:32 AM,625.42,785.92,17.53,721.29,138.29,-26.72
10*23*2018 5:48:37 AM,630.5,794.47,17.5,721.24,138.24,-26.77
10*23*2018 5:58:40 AM,635.57,802.92,17.48,721.19,138.19,-26.82
10*23*2018 6:08:43 AM,640.59,811.71,17.45,721.14,138.14,-26.87
10*23*2018 6:18:46 AM,645.47,821.35,17.43,721.09,138.09,-26.92
10*23*2018 6:28:48 AM,650.65,830.5,17.4,721.05,138.05,-26.96
10*23*2018 6:38:49 AM,655.79,840.26,17.38,721,138,-27.01
10*23*2018 6:48:51 AM,660.98,848.76,17.36,720.95,137.95,-27.06
10*23*2018 6:58:53 AM,666.14,858.17,17.35,720.9,137.9,-27.11
10*23*2018 7:08:59 AM,671.39,868.34,17.33,720.86,137.86,-27.15
10*23*2018 7:19:00 AM,676.8,878.87,17.3,720.81,137.81,-27.2
10*23*2018 7:29:03 AM,682.15,888.2,17.27,720.76,137.76,-27.25
10*23*2018 7:39:06 AM,687.63,898.5,17.25,720.71,137.71,-27.3
10*23*2018 7:49:08 AM,692.99,908.93,17.23,720.67,137.67,-27.34
10*23*2018 7:59:12 AM,698.31,918.79,17.21,720.62,137.62,-27.39
10*23*2018 8:09:13 AM,703.54,929.27,17.21,720.58,137.58,-27.43
10*23*2018 8:19:17 AM,708.95,938.99,17.21,720.53,137.53,-27.48
10*23*2018 8:29:16 AM,714.14,948.35,17.23,720.48,137.48,-27.53
10*23*2018 8:39:20 AM,719.49,960.16,17.25,720.43,137.43,-27.58
10*23*2018 8:49:23 AM,725.02,971.56,17.26,720.38,137.38,-27.63
10*23*2018 8:59:25 AM,730.42,829.73,17.28,720.34,137.34,-27.67
10*23*2018 9:09:27 AM,735.78,823.09,17.31,720.3,137.3,-27.71
10*23*2018 9:19:32 AM,740.84,815.07,17.37,720.26,137.26,-27.75
10*23*2018 9:29:33 AM,745.94,820.11,17.45,720.21,137.21,-27.8
10*23*2018 9:39:34 AM,750.98,826.15,17.53,720.17,137.17,-27.84
10*23*2018 9:49:38 AM,756.23,827.04,17.6,720.12,137.12,-27.89
10*23*2018 9:59:41 AM,761.75,833.27,17.67,720.08,137.08,-27.93
10*23*2018 10:09:41 AM,766.99,838.26,17.73,720.04,137.04,-27.97
10*23*2018 10:19:45 AM,772.41,840.93,17.81,720,137,-28.01
10*23*2018 10:29:46 AM,777.79,843.92,17.89,719.95,136.95,-28.06
10*23*2018 10:39:51 AM,783.26,846.65,17.98,719.91,136.91,-28.1
10*23*2018 10:49:51 AM,788.8,849.27,18.06,719.86,136.86,-28.15
10*23*2018 10:59:54 AM,794.39,851.43,18.15,719.81,136.81,-28.2
10*23*2018 11:09:54 AM,799.93,853.34,18.23,719.77,136.77,-28.24
10*23*2018 11:19:58 AM,805.59,855.04,18.32,719.72,136.72,-28.29
10*23*2018 11:29:58 AM,810.93,856.38,18.39,719.67,136.67,-28.34
10*23*2018 11:40:00 AM,815.51,857.62,18.46,719.63,136.63,-28.38
10*23*2018 11:50:00 AM,821.77,859.03,18.52,719.58,136.58,-28.43
10*23*2018 12:00:04 PM,827.63,860.26,18.59,719.53,136.53,-28.48
10*23*2018 12:10:05 PM,833.65,861.35,18.67,719.48,136.48,-28.53
10*23*2018 12:20:11 PM,839.67,862.22,18.75,719.43,136.43,-28.58
10*23*2018 12:30:16 PM,845.83,863.01,18.83,719.39,136.39,-28.62
10*23*2018 12:40:19 PM,851.97,863.85,18.89,719.34,136.34,-28.67
10*23*2018 12:50:27 PM,858.19,864.39,18.96,719.29,136.29,-28.72
10*23*2018 1:00:28 PM,864.43,865,19.03,719.24,136.24,-28.77
10*23*2018 1:10:29 PM,870.71,865.48,19.11,719.19,136.19,-28.82
10*23*2018 1:20:30 PM,877.13,866.03,19.17,719.15,136.15,-28.86
10*23*2018 1:30:31 PM,883.73,866.53,19.21,719.1,136.1,-28.91
10*23*2018 1:40:31 PM,890.14,866.94,19.26,719.05,136.05,-28.96
