Parameter Name,Value
General Information,
Sample name:,
Start of measurement:,10*14*2018 6:13:55 PM
Stop of measurement:,10*18*2018 11:27:19 AM
Duration of Measurements:,3 Days
Geometric Parameters,
Soil surface area [cm2]:,249
Soil column height [cm]:,5.1
Position lower tensiometer [cm]:,3.75
Position upper tensiometer [cm]:,1.25
HYPROP Parameters,
Measurement head net weight [g]:,375
Empty soil sampling ring weight [g]:,208
Air entry pressure upper tensiometer [bar]:,8.8
Air entry pressure lower tensiometer [bar]:,8.8
Density of solid substance [g/cm3]:,2.65
Statistical analysis,
Tensiometer [hPa]:,0.15
Scale [g]:,0.05
Sensor Unit Information,
Busnumber:,1
Subaddress:,1
Serial number:,1640
Sensor unit name:,MY-HYPROP---
Firmware Version:,1.4
Scale Information,
Serial number:,184226046
Scale name:,HYPROP Balance
Correction,
Volume correction [ml]:,0
Weight correction [g]:,0
Start/Stop Line,
Start,10*14*2018 6:13:55 PM
Stop,10*16*2018 3:44:10 AM
,
Calculation of water contents,
Calculation of water contents,From dry soil weight [g]:
Initial water content [Vol%]:,0.566262293343592
Dry soil weight [g]:,-93.7
Additional Soil Paramters,
Density [g/cm3]:,-0.95
Porosity [-]:,1.36
Fitting Parameters,
INTERPOL,2
Tensiometer_Mean,2
Polynomial_degree,5
wtheta,1
wk,0.001
Fitting,
Model Description,traditional constrained van Genuchten-Mualem model
Notes,
General data,
- Site coordinates,
- Sampling date,
- Site description,
- Soil type,
- Land use,
Soil physical data,
"- Texture (%clay, %silt, %sand)",
- Soil texture class,
- Sampling depth,
- Organic carbon content,
Sample preparation and handling,
- Initial saturation procedure,
"- Swelling handling (suppressed, not suppressed, under load)",
Date / Time,Tension bottom [hPa],Tension top [hPa],Temperature [°C],Gross weight [g],Net weight [g],Weight change [g]
10*16*2018 6:49:01 PM,379.5,412.56,21.96,754.65,171.65,-19.01
10*16*2018 6:59:03 PM,226.15,413.17,21.97,754.59,171.59,-19.07
10*16*2018 7:09:03 PM,292.74,391.45,21.97,754.53,171.53,-19.13
10*16*2018 7:19:04 PM,322.33,388.4,21.97,754.46,171.46,-19.2
10*16*2018 7:29:05 PM,339.94,395.31,21.98,754.41,171.41,-19.25
10*16*2018 7:39:10 PM,353.28,404.6,21.98,754.34,171.34,-19.32
10*16*2018 7:49:12 PM,365.23,413.72,21.98,754.28,171.28,-19.38
10*16*2018 7:59:16 PM,375.11,419.58,21.99,754.21,171.21,-19.45
10*16*2018 8:09:17 PM,380.93,424.19,21.99,754.15,171.15,-19.51
10*16*2018 8:19:18 PM,385.28,429.01,21.99,754.09,171.09,-19.57
10*16*2018 8:29:20 PM,389.41,433.51,22.01,754.03,171.03,-19.63
10*16*2018 8:39:23 PM,393.45,438.07,22.03,753.96,170.96,-19.7
10*16*2018 8:49:29 PM,400.43,442.84,22.05,753.9,170.9,-19.76
10*16*2018 8:59:32 PM,405.82,447.99,22.08,753.84,170.84,-19.82
10*16*2018 9:09:38 PM,410.8,452.73,22.09,753.78,170.78,-19.88
10*16*2018 9:19:42 PM,415.54,457.52,22.12,753.71,170.71,-19.95
10*16*2018 9:29:47 PM,420.06,462.58,22.17,753.64,170.64,-20.02
10*16*2018 9:39:48 PM,424.54,467.65,22.21,753.57,170.57,-20.09
10*16*2018 9:49:54 PM,428.93,473.07,22.25,753.51,170.51,-20.15
10*16*2018 9:59:56 PM,433.47,478.35,22.29,753.44,170.44,-20.22
10*16*2018 10:09:58 PM,437.9,483.89,22.32,753.38,170.38,-20.28
10*16*2018 10:19:58 PM,442.34,489.17,22.36,753.31,170.31,-20.35
10*16*2018 10:30:02 PM,446.6,494.56,22.42,753.25,170.25,-20.41
10*16*2018 10:40:02 PM,450.54,500.13,22.46,753.18,170.18,-20.48
10*16*2018 10:50:04 PM,453.75,505.89,22.5,753.12,170.12,-20.54
10*16*2018 11:00:04 PM,457.66,511.76,22.54,753.05,170.05,-20.61
10*16*2018 11:10:09 PM,462.44,517.43,22.57,752.99,169.99,-20.67
10*16*2018 11:20:13 PM,467.17,523.32,22.62,752.92,169.92,-20.74
10*16*2018 11:30:15 PM,472.4,529.45,22.68,752.85,169.85,-20.81
10*16*2018 11:40:16 PM,477.28,535.64,22.73,752.79,169.79,-20.87
10*16*2018 11:50:19 PM,482.18,541.82,22.76,752.72,169.72,-20.94
10*17*2018 12:00:20 AM,486.28,548.19,22.8,752.65,169.65,-21.01
10*17*2018 12:10:22 AM,490.13,554.64,22.83,752.58,169.58,-21.08
10*17*2018 12:20:27 AM,494.35,561.36,22.87,752.51,169.51,-21.15
10*17*2018 12:30:28 AM,498.14,567.38,22.92,752.44,169.44,-21.22
10*17*2018 12:40:34 AM,501.34,574.9,22.96,752.37,169.37,-21.29
10*17*2018 12:50:37 AM,504.89,581.7,22.99,752.3,169.3,-21.36
10*17*2018 1:00:42 AM,509.11,588.53,23.01,752.23,169.23,-21.43
10*17*2018 1:10:45 AM,513.14,595.53,23.04,752.16,169.16,-21.5
10*17*2018 1:20:46 AM,517.59,602.14,23.07,752.09,169.09,-21.57
10*17*2018 1:30:48 AM,519.51,608.8,23.12,752.03,169.03,-21.63
10*17*2018 1:40:53 AM,520.49,615.63,23.16,751.96,168.96,-21.7
10*17*2018 1:50:57 AM,526.11,622.72,23.19,751.89,168.89,-21.77
10*17*2018 2:01:00 AM,529.45,629.67,23.22,751.83,168.83,-21.83
10*17*2018 2:11:00 AM,530.98,636.74,23.24,751.75,168.75,-21.91
10*17*2018 2:21:04 AM,532.87,643.83,23.27,751.68,168.68,-21.98
10*17*2018 2:31:07 AM,535.86,650.87,23.3,751.61,168.61,-22.05
10*17*2018 2:41:09 AM,541.51,657.93,23.33,751.55,168.55,-22.11
10*17*2018 2:51:13 AM,546.57,664.93,23.35,751.47,168.47,-22.19
10*17*2018 3:01:13 AM,551.25,672.14,23.38,751.4,168.4,-22.26
10*17*2018 3:11:15 AM,555.89,679.46,23.4,751.33,168.33,-22.33
10*17*2018 3:21:20 AM,560.45,686.76,23.44,751.26,168.26,-22.4
10*17*2018 3:31:22 AM,565.59,693.93,23.48,751.19,168.19,-22.47
10*17*2018 3:41:27 AM,569.58,701.25,23.5,751.12,168.12,-22.54
10*17*2018 3:51:31 AM,574.42,708.69,23.53,751.05,168.05,-22.61
10*17*2018 4:01:33 AM,580.35,716.18,23.55,750.99,167.99,-22.67
10*17*2018 4:11:33 AM,586.21,723.65,23.56,750.91,167.91,-22.75
10*17*2018 4:21:39 AM,592.51,731,23.59,750.83,167.83,-22.83
10*17*2018 4:31:43 AM,598.56,738.54,23.63,750.77,167.77,-22.89
10*17*2018 4:41:47 AM,604.8,746.08,23.66,750.7,167.7,-22.96
10*17*2018 4:51:48 AM,610.82,753.66,23.68,750.63,167.63,-23.03
10*17*2018 5:01:52 AM,616.84,761.11,23.69,750.56,167.56,-23.1
10*17*2018 5:11:56 AM,622.63,768.69,23.71,750.48,167.48,-23.18
10*17*2018 5:22:01 AM,627.94,727.64,23.75,750.41,167.41,-23.25
10*17*2018 5:32:04 AM,632.8,739.52,23.78,750.35,167.35,-23.31
10*17*2018 5:42:07 AM,638.19,750.57,23.81,750.28,167.28,-23.38
10*17*2018 5:52:07 AM,643.55,760.07,23.82,750.21,167.21,-23.45
10*17*2018 6:02:10 AM,648.86,768.64,23.83,750.14,167.14,-23.52
10*17*2018 6:12:11 AM,653.94,760.5,23.85,750.07,167.07,-23.59
10*17*2018 6:22:11 AM,658.97,745.73,23.88,749.99,166.99,-23.67
10*17*2018 6:32:15 AM,663.98,750.69,23.91,749.93,166.93,-23.73
10*17*2018 6:42:16 AM,668.96,758,23.93,749.87,166.87,-23.79
10*17*2018 6:52:20 AM,674.14,765.36,23.94,749.79,166.79,-23.87
10*17*2018 7:02:27 AM,679.28,772.06,23.95,749.73,166.73,-23.93
10*17*2018 7:12:28 AM,684.36,778.07,23.97,749.66,166.66,-24
10*17*2018 7:22:32 AM,689.31,783.53,23.99,749.59,166.59,-24.07
10*17*2018 7:32:34 AM,694.3,788.51,24.02,749.53,166.53,-24.13
10*17*2018 7:42:39 AM,699.23,783.35,24.04,749.46,166.46,-24.2
10*17*2018 7:52:45 AM,704.26,788.62,24.05,749.39,166.39,-24.27
10*17*2018 8:02:46 AM,709.11,793.95,24.06,749.32,166.32,-24.34
10*17*2018 8:12:47 AM,713.9,798.53,24.08,749.26,166.26,-24.4
10*17*2018 8:22:49 AM,718.55,802.67,24.12,749.19,166.19,-24.47
10*17*2018 8:32:53 AM,723.32,806.5,24.16,749.13,166.13,-24.53
10*17*2018 8:42:58 AM,727.95,809.97,24.19,749.05,166.05,-24.61
10*17*2018 8:52:59 AM,732.58,813.11,24.22,748.99,165.99,-24.67
10*17*2018 9:03:01 AM,737.17,816.02,24.26,748.92,165.92,-24.74
10*17*2018 9:13:03 AM,741.72,818.69,24.31,748.85,165.85,-24.81
10*17*2018 9:23:04 AM,746.26,821.09,24.36,748.79,165.79,-24.87
10*17*2018 9:33:06 AM,750.78,823.34,24.41,748.74,165.74,-24.92
10*17*2018 9:43:08 AM,755.46,825.46,24.45,748.67,165.67,-24.99
10*17*2018 9:53:14 AM,760.08,827.48,24.49,748.61,165.61,-25.05
10*17*2018 10:03:19 AM,764.59,829.39,24.52,748.54,165.54,-25.12
10*17*2018 10:13:24 AM,768.95,831.12,24.57,748.49,165.49,-25.17
10*17*2018 10:23:30 AM,773.4,832.71,24.63,748.42,165.42,-25.24
10*17*2018 10:33:33 AM,779.17,833.38,24.56,748.32,165.32,-25.34
10*17*2018 10:43:34 AM,785.45,834.94,24.35,748.26,165.26,-25.4
10*17*2018 10:53:36 AM,791.63,836.78,24.09,748.19,165.19,-25.47
10*17*2018 11:03:37 AM,798.22,838.76,23.8,748.12,165.12,-25.54
10*17*2018 11:13:39 AM,804.71,840.82,23.48,748.06,165.06,-25.6
10*17*2018 11:23:43 AM,811.05,842.79,23.2,748.02,165.02,-25.64
10*17*2018 11:33:43 AM,816.95,844.62,22.95,747.97,164.97,-25.69
10*17*2018 11:43:47 AM,822.74,846.29,22.74,747.92,164.92,-25.74
10*17*2018 11:53:51 AM,828.35,847.91,22.54,747.87,164.87,-25.79
10*17*2018 12:03:55 PM,833.76,849.3,22.38,747.85,164.85,-25.81
10*17*2018 12:13:57 PM,838.87,850.54,22.25,747.8,164.8,-25.86
10*17*2018 12:24:13 PM,843.95,851.68,22.14,747.77,164.77,-25.89
10*17*2018 12:34:13 PM,848.95,852.71,22.05,747.73,164.73,-25.93
10*17*2018 12:44:29 PM,853.4,853.65,22,747.71,164.71,-25.95
10*17*2018 12:54:47 PM,857.9,854.41,22,747.67,164.67,-25.99
10*17*2018 1:04:57 PM,862.62,855.19,21.96,747.6,164.6,-26.06
10*17*2018 1:14:58 PM,867.6,855.95,21.88,747.54,164.54,-26.12
10*17*2018 1:25:17 PM,872.61,856.77,21.78,747.52,164.52,-26.14
10*17*2018 1:35:18 PM,877.26,857.52,21.69,747.5,164.5,-26.16
10*17*2018 1:45:33 PM,881.8,858.16,21.62,747.46,164.46,-26.2
10*17*2018 1:55:46 PM,886.23,858.74,21.57,747.43,164.43,-26.23
10*17*2018 2:05:58 PM,890.56,859.3,21.54,747.41,164.41,-26.25
10*17*2018 2:16:08 PM,894.6,859.79,21.53,747.39,164.39,-26.27
10*17*2018 2:26:26 PM,898.69,860.25,21.52,747.34,164.34,-26.32
10*17*2018 2:36:41 PM,902.95,860.75,21.49,747.32,164.32,-26.34
10*17*2018 2:46:52 PM,907.09,861.19,21.46,747.29,164.29,-26.37
10*17*2018 2:57:08 PM,911.27,861.63,21.44,747.26,164.26,-26.4
10*17*2018 3:07:25 PM,915.13,861.95,21.43,747.24,164.24,-26.42
10*17*2018 3:17:32 PM,919.03,862.32,21.43,747.2,164.2,-26.46
10*17*2018 3:27:46 PM,922.99,862.66,21.44,747.17,164.17,-26.49
10*17*2018 3:38:04 PM,926.72,862.99,21.45,747.14,164.14,-26.52
10*17*2018 3:48:11 PM,840.86,863.22,21.49,747.12,164.12,-26.54
10*17*2018 3:58:23 PM,848.96,863.52,21.51,747.09,164.09,-26.57
10*17*2018 4:08:24 PM,851.15,863.77,21.52,747.04,164.04,-26.62
10*17*2018 4:18:36 PM,849.18,864.04,21.54,747.01,164.01,-26.65
10*17*2018 4:28:42 PM,847.68,864.32,21.55,746.98,163.98,-26.68
10*17*2018 4:38:48 PM,843.87,864.58,21.55,746.95,163.95,-26.71
10*17*2018 4:48:57 PM,838.06,864.81,21.55,746.91,163.91,-26.75
10*17*2018 4:59:00 PM,832.54,865.02,21.55,746.88,163.88,-26.78
10*17*2018 5:09:11 PM,826.45,865.21,21.55,746.84,163.84,-26.82
10*17*2018 5:19:21 PM,820.92,865.43,21.55,746.81,163.81,-26.85
10*17*2018 5:29:25 PM,815.12,865.65,21.55,746.77,163.77,-26.89
10*17*2018 5:39:38 PM,810,865.84,21.54,746.74,163.74,-26.92
10*17*2018 5:49:47 PM,805.14,866.03,21.53,746.69,163.69,-26.97
10*17*2018 6:00:00 PM,800.41,866.33,21.49,746.65,163.65,-27.01
10*17*2018 6:10:04 PM,796.64,866.31,21.42,746.61,163.61,-27.05
10*17*2018 6:20:15 PM,793.61,866.68,21.33,746.57,163.57,-27.09
10*17*2018 6:30:29 PM,790.8,867.07,21.22,746.54,163.54,-27.12
10*17*2018 6:40:37 PM,788.29,867.5,21.1,746.5,163.5,-27.16
10*17*2018 6:50:41 PM,786,867.9,20.97,746.47,163.47,-27.19
10*17*2018 7:00:47 PM,783.88,868.37,20.84,746.44,163.44,-27.22
10*17*2018 7:10:58 PM,781.89,868.89,20.71,746.41,163.41,-27.25
10*17*2018 7:21:09 PM,780.3,869.44,20.59,746.38,163.38,-27.28
10*17*2018 7:31:15 PM,778.85,869.92,20.47,746.35,163.35,-27.31
10*17*2018 7:41:18 PM,777.47,870.35,20.35,746.32,163.32,-27.34
10*17*2018 7:51:24 PM,776.18,870.79,20.24,746.29,163.29,-27.37
10*17*2018 8:01:36 PM,774.74,871.22,20.12,746.26,163.26,-27.4
10*17*2018 8:11:51 PM,773.51,871.66,20.01,746.23,163.23,-27.43
10*17*2018 8:22:00 PM,772.62,872.09,19.91,746.21,163.21,-27.45
10*17*2018 8:32:11 PM,771.7,872.48,19.82,746.18,163.18,-27.48
10*17*2018 8:42:20 PM,770.79,872.78,19.74,746.16,163.16,-27.5
10*17*2018 8:52:27 PM,769.85,872.98,19.67,746.14,163.14,-27.52
10*17*2018 9:02:37 PM,768.92,873.38,19.6,746.1,163.1,-27.56
10*17*2018 9:12:39 PM,768.21,873.7,19.53,746.08,163.08,-27.58
10*17*2018 9:22:45 PM,767.66,874.02,19.46,746.05,163.05,-27.61
10*17*2018 9:32:55 PM,767.17,874.35,19.39,746.02,163.02,-27.64
10*17*2018 9:43:09 PM,766.52,874.56,19.32,746,163,-27.66
10*17*2018 9:53:17 PM,766.13,874.95,19.26,745.97,162.97,-27.69
10*17*2018 10:03:21 PM,765.4,875.24,19.2,745.95,162.95,-27.71
10*17*2018 10:13:32 PM,764.95,875.52,19.14,745.92,162.92,-27.74
10*17*2018 10:23:44 PM,764.56,875.8,19.08,745.9,162.9,-27.76
10*17*2018 10:33:59 PM,764.26,876.06,19.02,745.87,162.87,-27.79
10*17*2018 10:44:12 PM,763.97,876.2,18.95,745.84,162.84,-27.82
10*17*2018 10:54:21 PM,763.67,876.27,18.9,745.81,162.81,-27.85
10*17*2018 11:04:31 PM,763.02,876.23,18.84,745.8,162.8,-27.86
10*17*2018 11:14:38 PM,762.76,876.19,18.8,745.77,162.77,-27.89
10*17*2018 11:24:48 PM,762.47,876.18,18.75,745.75,162.75,-27.91
10*17*2018 11:34:58 PM,762.24,876.2,18.7,745.72,162.72,-27.94
10*17*2018 11:45:12 PM,762.11,876.32,18.64,745.7,162.7,-27.96
10*17*2018 11:55:28 PM,762.01,876.44,18.59,745.67,162.67,-27.99
10*18*2018 12:05:35 AM,761.63,876.43,18.53,745.65,162.65,-28.01
10*18*2018 12:15:48 AM,761.47,876.47,18.49,745.63,162.63,-28.03
10*18*2018 12:25:58 AM,761.28,876.47,18.45,745.6,162.6,-28.06
10*18*2018 12:36:10 AM,761.1,876.48,18.4,745.57,162.57,-28.09
10*18*2018 12:46:22 AM,760.89,876.44,18.35,745.55,162.55,-28.11
10*18*2018 12:56:24 AM,760.77,876.5,18.3,745.52,162.52,-28.14
10*18*2018 1:06:40 AM,760.48,876.56,18.25,745.5,162.5,-28.16
10*18*2018 1:16:47 AM,760.39,876.57,18.19,745.48,162.48,-28.18
10*18*2018 1:26:59 AM,760.34,876.65,18.15,745.45,162.45,-28.21
10*18*2018 1:37:09 AM,760.23,876.67,18.11,745.43,162.43,-28.23
10*18*2018 1:47:26 AM,760.07,876.63,18.06,745.4,162.4,-28.26
10*18*2018 1:57:37 AM,759.97,876.67,18.02,745.38,162.38,-28.28
10*18*2018 2:07:44 AM,759.75,876.69,17.97,745.36,162.36,-28.3
10*18*2018 2:17:55 AM,759.63,876.66,17.92,745.33,162.33,-28.33
10*18*2018 2:28:08 AM,759.6,876.73,17.88,745.31,162.31,-28.35
10*18*2018 2:38:16 AM,759.48,876.67,17.83,745.29,162.29,-28.37
10*18*2018 2:48:25 AM,759.47,876.72,17.79,745.27,162.27,-28.39
10*18*2018 2:58:36 AM,759.38,876.74,17.75,745.24,162.24,-28.42
10*18*2018 3:08:47 AM,759.21,876.76,17.71,745.22,162.22,-28.44
10*18*2018 3:19:02 AM,759.19,876.81,17.67,745.2,162.2,-28.46
10*18*2018 3:29:16 AM,759.15,876.87,17.63,745.17,162.17,-28.49
10*18*2018 3:39:25 AM,759,876.81,17.58,745.16,162.16,-28.5
10*18*2018 3:49:32 AM,758.84,876.71,17.54,745.13,162.13,-28.53
10*18*2018 3:59:44 AM,758.65,876.61,17.5,745.12,162.12,-28.54
10*18*2018 4:09:58 AM,758.49,876.62,17.47,745.09,162.09,-28.57
10*18*2018 4:20:16 AM,758.53,876.68,17.44,745.07,162.07,-28.59
10*18*2018 4:30:25 AM,758.43,876.62,17.4,745.04,162.04,-28.62
10*18*2018 4:40:35 AM,758.33,876.61,17.36,745.02,162.02,-28.64
10*18*2018 4:50:49 AM,758.23,876.55,17.32,745,162,-28.66
10*18*2018 5:01:02 AM,758.06,876.48,17.28,744.98,161.98,-28.68
10*18*2018 5:11:07 AM,757.92,876.43,17.24,744.97,161.97,-28.69
10*18*2018 5:21:16 AM,757.89,876.42,17.2,744.95,161.95,-28.71
10*18*2018 5:31:25 AM,757.84,876.43,17.18,744.93,161.93,-28.73
10*18*2018 5:41:33 AM,757.81,876.42,17.15,744.91,161.91,-28.75
10*18*2018 5:51:50 AM,757.76,876.39,17.12,744.89,161.89,-28.77
10*18*2018 6:02:05 AM,757.66,876.4,17.09,744.87,161.87,-28.79
10*18*2018 6:12:14 AM,757.7,876.49,17.07,744.84,161.84,-28.82
10*18*2018 6:22:24 AM,757.69,876.52,17.05,744.82,161.82,-28.84
10*18*2018 6:32:36 AM,757.79,876.63,17.02,744.8,161.8,-28.86
10*18*2018 6:42:48 AM,757.79,876.66,17.01,744.78,161.78,-28.88
10*18*2018 6:53:00 AM,757.74,876.67,16.99,744.75,161.75,-28.91
10*18*2018 7:03:06 AM,757.67,876.68,16.96,744.73,161.73,-28.93
10*18*2018 7:13:14 AM,757.74,876.8,16.94,744.71,161.71,-28.95
10*18*2018 7:23:25 AM,757.76,876.83,16.92,744.69,161.69,-28.97
10*18*2018 7:33:31 AM,757.8,876.9,16.9,744.67,161.67,-28.99
10*18*2018 7:43:42 AM,757.64,876.8,16.88,744.64,161.64,-29.02
10*18*2018 7:53:52 AM,757.51,876.68,16.86,744.62,161.62,-29.04
10*18*2018 8:04:01 AM,757.32,876.56,16.85,744.61,161.61,-29.05
10*18*2018 8:14:11 AM,757.38,876.64,16.83,744.58,161.58,-29.08
10*18*2018 8:24:20 AM,757.42,876.69,16.81,744.57,161.57,-29.09
10*18*2018 8:34:29 AM,757.45,876.75,16.81,744.54,161.54,-29.12
10*18*2018 8:44:36 AM,757.43,876.76,16.8,744.51,161.51,-29.15
10*18*2018 8:54:44 AM,757.35,876.77,16.79,744.49,161.49,-29.17
10*18*2018 9:04:53 AM,757.25,876.77,16.79,744.47,161.47,-29.19
10*18*2018 9:15:03 AM,757.03,876.56,16.8,744.46,161.46,-29.2
10*18*2018 9:25:13 AM,757.05,876.63,16.81,744.44,161.44,-29.22
10*18*2018 9:35:21 AM,756.91,876.51,16.83,744.42,161.42,-29.24
10*18*2018 9:45:37 AM,756.77,876.45,16.84,744.4,161.4,-29.26
10*18*2018 9:55:50 AM,756.7,876.41,16.86,744.37,161.37,-29.29
10*18*2018 10:05:58 AM,756.59,876.39,16.87,744.36,161.36,-29.3
10*18*2018 10:16:05 AM,756.39,876.21,16.9,744.35,161.35,-29.31
10*18*2018 10:26:20 AM,756.29,876.09,16.93,744.32,161.32,-29.34
10*18*2018 10:36:28 AM,756.03,875.86,16.98,744.3,161.3,-29.36
10*18*2018 10:46:39 AM,755.75,875.63,17.02,744.29,161.29,-29.37
10*18*2018 10:56:52 AM,755.49,875.42,17.06,744.27,161.27,-29.39
10*18*2018 11:06:59 AM,755.11,875.17,17.11,744.25,161.25,-29.41
10*18*2018 11:17:11 AM,754.86,874.94,17.15,744.24,161.24,-29.42
10*18*2018 11:27:19 AM,754.66,874.79,17.2,744.22,161.22,-29.44
10*18*2018 11:37:31 AM,754.29,874.49,17.26,744.2,161.2,-29.46
