Parameter Name,Value
General Information,
Sample name:,
Start of measurement:,11*7*2018 2:35:33 PM
Stop of measurement:,11*13*2018 7:12:35 AM
Duration of Measurements:,5 Days
Geometric Parameters,
Soil surface area [cm2]:,249
Soil column height [cm]:,5.1
Position lower tensiometer [cm]:,3.75
Position upper tensiometer [cm]:,1.25
HYPROP Parameters,
Measurement head net weight [g]:,388
Empty soil sampling ring weight [g]:,205
Air entry pressure upper tensiometer [bar]:,8.8
Air entry pressure lower tensiometer [bar]:,8.8
Density of solid substance [g/cm3]:,2.65
Statistical analysis,
Tensiometer [hPa]:,0.15
Scale [g]:,0.05
Sensor Unit Information,
Busnumber:,29
Subaddress:,3
Serial number:,2082
Sensor unit name:,MY-HYPROP---
Firmware Version:,1.4
Scale Information,
Serial number:,144226084
Scale name:,HYPROP Balance
Correction,
Volume correction [ml]:,0
Weight correction [g]:,0
Start/Stop Line,
Start,11*7*2018 2:35:33 PM
Stop,11*13*2018 7:12:35 AM
,
Calculation of water contents,
Calculation of water contents,From dry soil weight [g]:
Initial water content [Vol%]:,0.365252408114347
Dry soil weight [g]:,151.39
Additional Soil Paramters,
Density [g/cm3]:,1.53
Porosity [-]:,0.42
Fitting Parameters,
INTERPOL,2
Tensiometer_Mean,2
Polynomial_degree,5
wtheta,1
wk,0.001
Fitting,
Model Description,traditional constrained van Genuchten-Mualem model
Notes,
General data,
- Site coordinates,
- Sampling date,
- Site description,
- Soil type,
- Land use,
Soil physical data,
"- Texture (%clay, %silt, %sand)",
- Soil texture class,
- Sampling depth,
- Organic carbon content,
Sample preparation and handling,
- Initial saturation procedure,
"- Swelling handling (suppressed, not suppressed, under load)",
Date / Time,Tension bottom [hPa],Tension top [hPa],Temperature [°C],Gross weight [g],Net weight [g],Weight change [g]
11*11*2018 3:39:18 PM,710.73,-0.77,15.98,760.42,167.42,-20.13
11*11*2018 3:49:38 PM,710.26,-0.76,15.97,760.4,167.4,-20.15
11*11*2018 3:59:58 PM,709.75,-0.77,15.97,760.39,167.39,-20.16
11*11*2018 4:10:18 PM,709.38,-0.78,15.95,760.37,167.37,-20.18
11*11*2018 4:20:38 PM,708.77,-0.79,15.92,760.36,167.36,-20.19
11*11*2018 4:30:59 PM,708.39,-0.78,15.9,760.35,167.35,-20.2
11*11*2018 4:41:19 PM,707.96,-0.77,15.86,760.33,167.33,-20.22
11*11*2018 4:51:39 PM,707.76,-0.78,15.82,760.31,167.31,-20.24
11*11*2018 5:01:59 PM,707.42,-0.8,15.78,760.3,167.3,-20.25
11*11*2018 5:12:18 PM,707.03,-0.81,15.72,760.29,167.29,-20.26
11*11*2018 5:22:39 PM,706.73,-0.79,15.67,760.27,167.27,-20.28
11*11*2018 5:32:59 PM,706.48,-0.81,15.62,760.26,167.26,-20.29
11*11*2018 5:43:20 PM,706.19,-0.8,15.57,760.24,167.24,-20.31
11*11*2018 5:53:40 PM,705.83,-0.79,15.52,760.23,167.23,-20.32
11*11*2018 6:04:00 PM,705.48,-0.78,15.47,760.22,167.22,-20.33
11*11*2018 6:14:20 PM,705.24,-0.8,15.43,760.2,167.2,-20.35
11*11*2018 6:24:40 PM,705.01,-0.8,15.39,760.18,167.18,-20.37
11*11*2018 6:35:00 PM,704.87,-0.8,15.35,760.16,167.16,-20.39
11*11*2018 6:45:20 PM,704.54,-0.78,15.32,760.15,167.15,-20.4
11*11*2018 6:55:40 PM,704.15,-0.79,15.29,760.14,167.14,-20.41
11*11*2018 7:06:00 PM,703.87,-0.82,15.26,760.13,167.13,-20.42
11*11*2018 7:16:20 PM,703.45,-0.82,15.23,760.11,167.11,-20.44
11*11*2018 7:26:40 PM,703.07,-0.82,15.21,760.1,167.1,-20.45
11*11*2018 7:37:01 PM,702.69,-0.81,15.18,760.08,167.08,-20.47
11*11*2018 7:47:22 PM,702.25,-0.81,15.15,760.07,167.07,-20.48
11*11*2018 7:57:42 PM,701.96,-0.83,15.13,760.06,167.06,-20.49
11*11*2018 8:08:01 PM,701.79,-0.84,15.12,760.04,167.04,-20.51
11*11*2018 8:18:21 PM,701.45,-0.83,15.1,760.03,167.03,-20.52
11*11*2018 8:28:40 PM,701.15,-0.84,15.09,760.01,167.01,-20.54
11*11*2018 8:39:01 PM,700.9,-0.82,15.07,760,167,-20.55
11*11*2018 8:49:22 PM,700.6,-0.81,15.06,759.98,166.98,-20.57
11*11*2018 8:59:41 PM,700.39,-0.83,15.05,759.96,166.96,-20.59
11*11*2018 9:10:02 PM,700.06,-0.85,15.05,759.95,166.95,-20.6
11*11*2018 9:20:21 PM,699.73,-0.85,15.04,759.93,166.93,-20.62
11*11*2018 9:30:41 PM,699.44,-0.83,15.03,759.92,166.92,-20.63
11*11*2018 9:41:01 PM,699.15,-0.84,15.02,759.91,166.91,-20.64
11*11*2018 9:51:20 PM,698.73,-0.83,15.02,759.89,166.89,-20.66
11*11*2018 10:01:39 PM,698.37,-0.84,15.02,759.88,166.88,-20.67
11*11*2018 10:11:58 PM,698.05,-0.84,15.01,759.86,166.86,-20.69
11*11*2018 10:22:19 PM,697.67,-0.85,15.01,759.85,166.85,-20.7
11*11*2018 10:32:39 PM,697.12,-0.83,15,759.84,166.84,-20.71
11*11*2018 10:42:58 PM,696.74,-0.83,14.99,759.83,166.83,-20.72
11*11*2018 10:53:17 PM,696.45,-0.83,14.98,759.81,166.81,-20.74
11*11*2018 11:03:37 PM,696.24,-0.82,14.98,759.8,166.8,-20.75
11*11*2018 11:13:57 PM,696.06,-0.83,14.97,759.78,166.78,-20.77
11*11*2018 11:24:17 PM,695.77,-0.84,14.96,759.76,166.76,-20.79
11*11*2018 11:34:38 PM,695.34,-0.84,14.95,759.75,166.75,-20.8
11*11*2018 11:44:57 PM,694.92,-0.84,14.96,759.74,166.74,-20.81
11*11*2018 11:55:18 PM,694.57,-0.85,14.96,759.73,166.73,-20.82
11*12*2018 12:05:38 AM,694.24,-0.85,14.96,759.72,166.72,-20.83
11*12*2018 12:15:59 AM,693.94,-0.84,14.96,759.7,166.7,-20.85
11*12*2018 12:26:18 AM,693.62,-0.84,14.95,759.69,166.69,-20.86
11*12*2018 12:36:39 AM,693.29,-0.86,14.95,759.68,166.68,-20.87
11*12*2018 12:46:59 AM,692.95,-0.84,14.95,759.66,166.66,-20.89
11*12*2018 12:57:20 AM,692.62,-0.84,14.95,759.65,166.65,-20.9
11*12*2018 1:07:40 AM,692.22,-0.86,14.95,759.64,166.64,-20.91
11*12*2018 1:18:00 AM,691.78,-0.83,14.95,759.63,166.63,-20.92
11*12*2018 1:28:17 AM,691.44,-0.84,14.96,759.62,166.62,-20.93
11*12*2018 1:38:19 AM,691.07,-0.85,14.96,759.6,166.6,-20.95
11*12*2018 1:48:23 AM,690.82,-0.82,14.96,759.59,166.59,-20.96
11*12*2018 1:58:45 AM,690.47,-0.84,14.95,759.57,166.57,-20.98
11*12*2018 2:08:48 AM,690.25,-0.85,14.94,759.56,166.56,-20.99
11*12*2018 2:19:09 AM,689.83,-0.85,14.92,759.55,166.55,-21
11*12*2018 2:29:22 AM,689.64,-0.84,14.9,759.54,166.54,-21.01
11*12*2018 2:39:43 AM,689.32,-0.86,14.89,759.53,166.53,-21.02
11*12*2018 2:49:46 AM,688.99,-0.84,14.88,759.52,166.52,-21.03
11*12*2018 3:00:05 AM,688.6,-0.82,14.87,759.5,166.5,-21.05
11*12*2018 3:10:21 AM,688.35,-0.86,14.87,759.49,166.49,-21.06
11*12*2018 3:20:40 AM,688.05,-0.86,14.87,759.48,166.48,-21.07
11*12*2018 3:30:59 AM,687.64,-0.82,14.86,759.47,166.47,-21.08
11*12*2018 3:41:17 AM,687.43,-0.83,14.85,759.45,166.45,-21.1
11*12*2018 3:51:35 AM,686.9,-0.85,14.83,759.44,166.44,-21.11
11*12*2018 4:01:54 AM,686.54,-0.85,14.81,759.43,166.43,-21.12
11*12*2018 4:12:10 AM,686.36,-0.87,14.79,759.42,166.42,-21.13
11*12*2018 4:22:28 AM,686.17,-0.86,14.77,759.41,166.41,-21.14
11*12*2018 4:32:46 AM,685.88,-0.85,14.76,759.4,166.4,-21.15
11*12*2018 4:43:05 AM,685.63,-0.86,14.75,759.39,166.39,-21.16
11*12*2018 4:53:23 AM,685.28,-0.84,14.76,759.37,166.37,-21.18
11*12*2018 5:03:41 AM,684.93,-0.84,14.76,759.36,166.36,-21.19
11*12*2018 5:13:59 AM,684.51,-0.86,14.76,759.35,166.35,-21.2
11*12*2018 5:24:15 AM,684.13,-0.85,14.75,759.34,166.34,-21.21
11*12*2018 5:34:34 AM,683.96,-0.85,14.74,759.33,166.33,-21.22
11*12*2018 5:44:52 AM,683.48,-0.85,14.74,759.32,166.32,-21.23
11*12*2018 5:55:09 AM,683.23,-0.84,14.73,759.31,166.31,-21.24
11*12*2018 6:05:27 AM,683.03,-0.84,14.72,759.29,166.29,-21.26
11*12*2018 6:15:46 AM,682.78,-0.84,14.71,759.28,166.28,-21.27
11*12*2018 6:26:04 AM,682.48,-0.85,14.7,759.27,166.27,-21.28
11*12*2018 6:36:22 AM,682.24,-0.82,14.7,759.26,166.26,-21.29
11*12*2018 6:46:41 AM,681.82,-0.83,14.7,759.25,166.25,-21.3
11*12*2018 6:56:57 AM,681.57,-0.87,14.69,759.23,166.23,-21.32
11*12*2018 7:07:16 AM,681.26,-0.84,14.7,759.23,166.23,-21.32
11*12*2018 7:17:36 AM,680.92,-0.83,14.7,759.22,166.22,-21.33
11*12*2018 7:27:55 AM,680.59,-0.84,14.71,759.2,166.2,-21.35
11*12*2018 7:38:14 AM,680.29,-0.86,14.72,759.19,166.19,-21.36
11*12*2018 7:48:35 AM,679.91,-0.87,14.72,759.18,166.18,-21.37
11*12*2018 7:58:55 AM,679.57,-0.85,14.73,759.17,166.17,-21.38
11*12*2018 8:09:15 AM,679.36,-0.85,14.73,759.15,166.15,-21.4
11*12*2018 8:19:35 AM,679.07,-0.83,14.73,759.14,166.14,-21.41
11*12*2018 8:29:56 AM,678.76,-0.83,14.73,759.13,166.13,-21.42
11*12*2018 8:40:15 AM,678.45,-0.84,14.75,759.14,166.14,-21.41
11*12*2018 8:50:35 AM,677.88,-0.83,14.84,759.12,166.12,-21.43
11*12*2018 9:00:55 AM,677.27,-0.82,15.05,759.09,166.09,-21.46
11*12*2018 9:11:15 AM,676.45,-0.79,15.35,759.05,166.05,-21.5
11*12*2018 9:21:34 AM,675.44,-0.8,15.69,759.02,166.02,-21.53
11*12*2018 9:31:52 AM,674.41,-0.76,16.02,758.99,165.99,-21.56
11*12*2018 9:42:11 AM,673.26,-0.75,16.38,758.96,165.96,-21.59
11*12*2018 9:52:31 AM,672.25,-0.73,16.72,758.92,165.92,-21.63
11*12*2018 10:02:51 AM,671.13,-0.73,17.07,758.89,165.89,-21.66
11*12*2018 10:13:11 AM,669.91,-0.71,17.41,758.87,165.87,-21.68
11*12*2018 10:23:31 AM,668.8,-0.71,17.72,758.84,165.84,-21.71
11*12*2018 10:33:51 AM,667.59,-0.7,18.04,758.82,165.82,-21.73
11*12*2018 10:44:11 AM,666.44,-0.7,18.33,758.79,165.79,-21.76
11*12*2018 10:54:31 AM,665.3,-0.7,18.61,758.77,165.77,-21.78
11*12*2018 11:04:51 AM,664.16,-0.68,18.86,758.74,165.74,-21.81
11*12*2018 11:15:12 AM,663.05,-0.7,19.12,758.72,165.72,-21.83
11*12*2018 11:25:31 AM,661.95,-0.69,19.37,758.7,165.7,-21.85
11*12*2018 11:35:50 AM,660.91,-0.68,19.6,758.67,165.67,-21.88
11*12*2018 11:46:11 AM,659.94,-0.69,19.81,758.65,165.65,-21.9
11*12*2018 11:56:31 AM,659.02,-0.68,20,758.63,165.63,-21.92
11*12*2018 12:06:50 PM,658.02,-0.7,20.18,758.61,165.61,-21.94
11*12*2018 12:17:09 PM,657.22,-0.68,20.34,758.59,165.59,-21.96
11*12*2018 12:27:26 PM,656.28,-0.69,20.5,758.57,165.57,-21.98
11*12*2018 12:37:46 PM,655.39,-0.68,20.65,758.55,165.55,-22
11*12*2018 12:48:06 PM,654.47,-0.68,20.78,758.53,165.53,-22.02
11*12*2018 12:58:25 PM,653.63,-0.68,20.91,758.51,165.51,-22.04
11*12*2018 1:08:44 PM,652.84,-0.68,21.02,758.49,165.49,-22.06
11*12*2018 1:19:01 PM,652.2,-0.68,21.12,758.47,165.47,-22.08
11*12*2018 1:29:20 PM,651.47,-0.67,21.2,758.46,165.46,-22.09
11*12*2018 1:39:39 PM,650.92,-0.69,21.28,758.43,165.43,-22.12
11*12*2018 1:49:59 PM,650.38,-0.71,21.35,758.42,165.42,-22.13
11*12*2018 2:00:19 PM,650.08,-0.7,21.35,758.41,165.41,-22.14
11*12*2018 2:10:39 PM,650.03,-0.68,21.27,758.41,165.41,-22.14
11*12*2018 2:20:59 PM,650.07,-0.69,21.14,758.4,165.4,-22.15
11*12*2018 2:31:17 PM,650.11,-0.71,20.98,758.4,165.4,-22.15
11*12*2018 2:41:37 PM,650.28,-0.7,20.8,758.39,165.39,-22.16
11*12*2018 2:51:56 PM,650.55,-0.7,20.62,758.38,165.38,-22.17
11*12*2018 3:02:17 PM,650.74,-0.7,20.43,758.38,165.38,-22.17
11*12*2018 3:12:36 PM,650.83,-0.7,20.25,758.37,165.37,-22.18
11*12*2018 3:22:53 PM,650.96,-0.71,20.06,758.37,165.37,-22.18
11*12*2018 3:33:11 PM,651.19,-0.7,19.9,758.36,165.36,-22.19
11*12*2018 3:43:31 PM,651.49,-0.71,19.75,758.35,165.35,-22.2
11*12*2018 3:53:52 PM,651.59,-0.7,19.61,758.34,165.34,-22.21
11*12*2018 4:04:10 PM,651.61,-0.72,19.48,758.33,165.33,-22.22
11*12*2018 4:14:31 PM,651.82,-0.71,19.33,758.32,165.32,-22.23
11*12*2018 4:24:52 PM,651.96,-0.72,19.2,758.31,165.31,-22.24
11*12*2018 4:35:10 PM,652.08,-0.73,19.07,758.3,165.3,-22.25
11*12*2018 4:45:30 PM,652.21,-0.72,18.95,758.29,165.29,-22.26
11*12*2018 4:55:50 PM,652.34,-0.71,18.84,758.28,165.28,-22.27
11*12*2018 5:06:09 PM,652.46,-0.71,18.74,758.26,165.26,-22.29
11*12*2018 5:16:28 PM,652.45,-0.72,18.63,758.26,165.26,-22.29
11*12*2018 5:26:48 PM,652.73,-0.74,18.51,758.24,165.24,-22.31
11*12*2018 5:37:07 PM,652.95,-0.72,18.38,758.23,165.23,-22.32
11*12*2018 5:47:26 PM,653.01,-0.74,18.24,758.23,165.23,-22.32
11*12*2018 5:57:47 PM,653.13,-0.72,18.11,758.22,165.22,-22.33
11*12*2018 6:08:07 PM,653.33,-0.75,17.98,758.21,165.21,-22.34
11*12*2018 6:18:26 PM,653.58,-0.74,17.86,758.19,165.19,-22.36
11*12*2018 6:28:46 PM,653.71,-0.74,17.75,758.19,165.19,-22.36
11*12*2018 6:39:06 PM,654.04,-0.76,17.65,758.17,165.17,-22.38
11*12*2018 6:49:23 PM,654.16,-0.71,17.54,758.16,165.16,-22.39
11*12*2018 6:59:43 PM,654.26,-0.76,17.44,758.15,165.15,-22.4
11*12*2018 7:10:03 PM,654.46,-0.74,17.34,758.14,165.14,-22.41
11*12*2018 7:20:21 PM,654.51,-0.75,17.25,758.13,165.13,-22.42
11*12*2018 7:30:42 PM,654.53,-0.75,17.15,758.12,165.12,-22.43
11*12*2018 7:41:01 PM,654.6,-0.76,17.07,758.11,165.11,-22.44
11*12*2018 7:51:20 PM,654.75,-0.73,17,758.1,165.1,-22.45
11*12*2018 8:01:40 PM,654.69,-0.74,16.94,758.09,165.09,-22.46
11*12*2018 8:12:00 PM,654.65,-0.77,16.88,758.08,165.08,-22.47
11*12*2018 8:22:20 PM,654.74,-0.78,16.81,758.07,165.07,-22.48
11*12*2018 8:32:38 PM,654.64,-0.77,16.76,758.06,165.06,-22.49
11*12*2018 8:42:59 PM,654.64,-0.76,16.7,758.05,165.05,-22.5
11*12*2018 8:53:18 PM,654.61,-0.76,16.64,758.04,165.04,-22.51
11*12*2018 9:03:39 PM,654.59,-0.78,16.59,758.04,165.04,-22.51
11*12*2018 9:13:59 PM,654.52,-0.78,16.55,758.02,165.02,-22.53
11*12*2018 9:24:18 PM,654.41,-0.77,16.51,758.01,165.01,-22.54
11*12*2018 9:34:38 PM,654.49,-0.77,16.47,758,165,-22.55
11*12*2018 9:44:59 PM,654.58,-0.78,16.44,757.99,164.99,-22.56
11*12*2018 9:55:20 PM,654.71,-0.78,16.4,757.98,164.98,-22.57
11*12*2018 10:05:39 PM,654.74,-0.77,16.36,757.96,164.96,-22.59
11*12*2018 10:15:58 PM,654.78,-0.77,16.33,757.95,164.95,-22.6
11*12*2018 10:26:18 PM,654.81,-0.77,16.29,757.94,164.94,-22.61
11*12*2018 10:36:38 PM,654.58,-0.78,16.26,757.94,164.94,-22.61
11*12*2018 10:46:59 PM,654.4,-0.76,16.24,757.93,164.93,-22.62
11*12*2018 10:57:19 PM,654.2,-0.78,16.22,757.92,164.92,-22.63
11*12*2018 11:07:39 PM,654.07,-0.79,16.19,757.91,164.91,-22.64
11*12*2018 11:18:00 PM,653.94,-0.77,16.16,757.9,164.9,-22.65
11*12*2018 11:28:20 PM,653.95,-0.78,16.13,757.89,164.89,-22.66
11*12*2018 11:38:40 PM,653.87,-0.78,16.1,757.88,164.88,-22.67
11*12*2018 11:49:01 PM,653.7,-0.81,16.07,757.87,164.87,-22.68
11*12*2018 11:59:21 PM,653.68,-0.81,16.04,757.87,164.87,-22.68
11*13*2018 12:09:41 AM,653.78,-0.78,16.01,757.85,164.85,-22.7
11*13*2018 12:20:00 AM,653.63,-0.79,15.99,757.84,164.84,-22.71
11*13*2018 12:30:20 AM,653.58,-0.81,15.98,757.83,164.83,-22.72
11*13*2018 12:40:41 AM,653.45,-0.79,15.95,757.82,164.82,-22.73
11*13*2018 12:50:59 AM,653.34,-0.8,15.93,757.82,164.82,-22.73
11*13*2018 1:01:19 AM,653.3,-0.8,15.91,757.8,164.8,-22.75
11*13*2018 1:11:38 AM,653.41,-0.79,15.89,757.79,164.79,-22.76
11*13*2018 1:21:56 AM,653.32,-0.82,15.86,757.78,164.78,-22.77
11*13*2018 1:32:14 AM,653.3,-0.8,15.84,757.77,164.77,-22.78
11*13*2018 1:42:31 AM,652.9,-0.82,15.82,757.76,164.76,-22.79
11*13*2018 1:52:49 AM,652.82,-0.81,15.81,757.76,164.76,-22.79
11*13*2018 2:03:06 AM,652.61,-0.82,15.8,757.75,164.75,-22.8
11*13*2018 2:13:24 AM,652.54,-0.81,15.78,757.74,164.74,-22.81
11*13*2018 2:23:40 AM,652.56,-0.83,15.77,757.72,164.72,-22.83
11*13*2018 2:33:57 AM,652.56,-0.81,15.75,757.71,164.71,-22.84
11*13*2018 2:44:11 AM,652.43,-0.82,15.73,757.71,164.71,-22.84
11*13*2018 2:54:28 AM,652.24,-0.81,15.71,757.7,164.7,-22.85
11*13*2018 3:04:47 AM,652.19,-0.81,15.69,757.69,164.69,-22.86
11*13*2018 3:15:07 AM,651.98,-0.81,15.67,757.68,164.68,-22.87
11*13*2018 3:25:26 AM,651.77,-0.8,15.67,757.68,164.68,-22.87
11*13*2018 3:35:45 AM,651.59,-0.81,15.66,757.67,164.67,-22.88
11*13*2018 3:46:04 AM,651.33,-0.8,15.65,757.66,164.66,-22.89
11*13*2018 3:56:22 AM,651.26,-0.79,15.63,757.65,164.65,-22.9
11*13*2018 4:06:41 AM,651.25,-0.82,15.61,757.64,164.64,-22.91
11*13*2018 4:17:00 AM,651.16,-0.83,15.6,757.63,164.63,-22.92
11*13*2018 4:27:18 AM,650.98,-0.81,15.58,757.62,164.62,-22.93
11*13*2018 4:37:39 AM,650.95,-0.84,15.57,757.61,164.61,-22.94
11*13*2018 4:47:59 AM,650.87,-0.82,15.57,757.59,164.59,-22.96
11*13*2018 4:58:18 AM,650.87,-0.83,15.56,757.59,164.59,-22.96
11*13*2018 5:08:38 AM,650.75,-0.84,15.54,757.58,164.58,-22.97
11*13*2018 5:18:58 AM,650.42,-0.83,15.52,757.57,164.57,-22.98
11*13*2018 5:29:18 AM,650.17,-0.85,15.5,757.57,164.57,-22.98
11*13*2018 5:39:38 AM,650.19,-0.83,15.48,757.55,164.55,-23
11*13*2018 5:49:59 AM,650.17,-0.83,15.47,757.54,164.54,-23.01
11*13*2018 6:00:17 AM,650.18,-0.85,15.45,757.53,164.53,-23.02
11*13*2018 6:10:36 AM,649.99,-0.82,15.44,757.53,164.53,-23.02
11*13*2018 6:20:55 AM,649.77,-0.83,15.43,757.51,164.51,-23.04
11*13*2018 6:31:15 AM,649.83,-0.83,15.42,757.5,164.5,-23.05
11*13*2018 6:41:34 AM,649.75,-0.83,15.4,757.49,164.49,-23.06
11*13*2018 6:51:54 AM,649.59,-0.85,15.39,757.49,164.49,-23.06
11*13*2018 7:02:14 AM,649.55,-0.82,15.37,757.48,164.48,-23.07
11*13*2018 7:12:35 AM,649.42,-0.84,15.35,757.47,164.47,-23.08
11*13*2018 7:22:53 AM,649.48,-0.83,15.34,757.45,164.45,-23.1
