Parameter Name,Value
General Information,
Sample name:,
Start of measurement:,11*16*2018 3:01:25 PM
Stop of measurement:,11*21*2018 1:41:29 PM
Duration of Measurements:,4 Days
Geometric Parameters,
Soil surface area [cm2]:,249
Soil column height [cm]:,5.1
Position lower tensiometer [cm]:,3.75
Position upper tensiometer [cm]:,1.25
HYPROP Parameters,
Measurement head net weight [g]:,388
Empty soil sampling ring weight [g]:,204.6
Air entry pressure upper tensiometer [bar]:,8.8
Air entry pressure lower tensiometer [bar]:,8.8
Density of solid substance [g/cm3]:,2.65
Statistical analysis,
Tensiometer [hPa]:,0.15
Scale [g]:,0.05
Sensor Unit Information,
Busnumber:,29
Subaddress:,3
Serial number:,2082
Sensor unit name:,MY-HYPROP---
Firmware Version:,1.4
Scale Information,
Serial number:,184226046
Scale name:,HYPROP Balance
Correction,
Volume correction [ml]:,0
Weight correction [g]:,0
Start/Stop Line,
Start,11*16*2018 3:01:25 PM
Stop,11*20*2018 1:46:54 PM
,
Calculation of water contents,
Calculation of water contents,From dry soil weight [g]:
Initial water content [Vol%]:,0.495050295434817
Dry soil weight [g]:,116
Additional Soil Paramters,
Density [g/cm3]:,1.17
Porosity [-]:,0.56
Fitting Parameters,
INTERPOL,2
Tensiometer_Mean,2
Polynomial_degree,5
wtheta,1
wk,0.001
Fitting,
Model Description,traditional constrained van Genuchten-Mualem model
Notes,
General data,
- Site coordinates,
- Sampling date,
- Site description,
- Soil type,
- Land use,
Soil physical data,
"- Texture (%clay, %silt, %sand)",
- Soil texture class,
- Sampling depth,
- Organic carbon content,
Sample preparation and handling,
- Initial saturation procedure,
"- Swelling handling (suppressed, not suppressed, under load)",
Date / Time,Tension bottom [hPa],Tension top [hPa],Temperature [°C],Gross weight [g],Net weight [g],Weight change [g]
11*17*2018 9:16:21 PM,35.61,38.67,14.35,746.82,154.22,-10.79
11*17*2018 9:26:32 PM,35.95,38.95,14.35,746.77,154.17,-10.84
11*17*2018 9:36:48 PM,36.26,39.29,14.34,746.72,154.12,-10.89
11*17*2018 9:47:03 PM,36.52,39.61,14.32,746.67,154.07,-10.94
11*17*2018 9:57:19 PM,36.88,39.91,14.31,746.62,154.02,-10.99
11*17*2018 10:07:20 PM,37.15,40.22,14.29,746.57,153.97,-11.04
11*17*2018 10:17:39 PM,37.51,40.56,14.28,746.52,153.92,-11.09
11*17*2018 10:27:55 PM,37.92,40.95,14.27,746.46,153.86,-11.15
11*17*2018 10:38:14 PM,38.28,41.36,14.25,746.41,153.81,-11.2
11*17*2018 10:48:28 PM,38.56,41.61,14.24,746.36,153.76,-11.25
11*17*2018 10:58:44 PM,38.91,41.97,14.24,746.31,153.71,-11.3
11*17*2018 11:09:00 PM,39.25,42.34,14.23,746.25,153.65,-11.36
11*17*2018 11:19:18 PM,39.55,42.6,14.22,746.2,153.6,-11.41
11*17*2018 11:29:20 PM,39.91,42.98,14.21,746.15,153.55,-11.46
11*17*2018 11:39:33 PM,40.22,43.24,14.19,746.11,153.51,-11.5
11*17*2018 11:49:36 PM,40.53,43.57,14.18,746.06,153.46,-11.55
11*17*2018 11:59:53 PM,40.99,43.81,14.17,746,153.4,-11.61
11*18*2018 12:10:08 AM,41.37,44.39,14.15,745.96,153.36,-11.65
11*18*2018 12:20:09 AM,41.64,44.75,14.14,745.9,153.3,-11.71
11*18*2018 12:30:09 AM,41.99,45.09,14.14,745.85,153.25,-11.76
11*18*2018 12:40:10 AM,42.38,45.48,14.13,745.8,153.2,-11.81
11*18*2018 12:50:14 AM,42.71,45.79,14.12,745.76,153.16,-11.85
11*18*2018 1:00:27 AM,43.1,45.98,14.11,745.7,153.1,-11.91
11*18*2018 1:10:45 AM,43.42,46.54,14.1,745.66,153.06,-11.95
11*18*2018 1:21:03 AM,43.88,46.95,14.08,745.6,153,-12.01
11*18*2018 1:31:09 AM,44.3,47.39,14.07,745.56,152.96,-12.05
11*18*2018 1:41:18 AM,44.65,47.76,14.06,745.51,152.91,-12.1
11*18*2018 1:51:19 AM,45.02,48.13,14.05,745.46,152.86,-12.15
11*18*2018 2:01:26 AM,45.36,48.43,14.04,745.41,152.81,-12.2
11*18*2018 2:11:40 AM,45.72,48.85,14.03,745.36,152.76,-12.25
11*18*2018 2:21:54 AM,46.16,49.25,14.02,745.31,152.71,-12.3
11*18*2018 2:32:11 AM,46.52,49.62,14,745.26,152.66,-12.35
11*18*2018 2:42:31 AM,46.93,50.02,13.99,745.21,152.61,-12.4
11*18*2018 2:52:43 AM,47.38,50.5,13.98,745.16,152.56,-12.45
11*18*2018 3:03:00 AM,47.8,50.88,13.98,745.1,152.5,-12.51
11*18*2018 3:13:07 AM,48.19,51.33,13.97,745.06,152.46,-12.55
11*18*2018 3:23:25 AM,48.64,51.76,13.97,745.02,152.42,-12.59
11*18*2018 3:33:29 AM,49.05,52.16,13.96,744.97,152.37,-12.64
11*18*2018 3:43:35 AM,49.5,52.68,13.95,744.92,152.32,-12.69
11*18*2018 3:53:40 AM,49.95,53.11,13.94,744.87,152.27,-12.74
11*18*2018 4:03:46 AM,50.35,53.67,13.94,744.82,152.22,-12.79
11*18*2018 4:13:52 AM,50.74,53.86,13.94,744.77,152.17,-12.84
11*18*2018 4:23:59 AM,51.19,54.34,13.94,744.71,152.11,-12.9
11*18*2018 4:34:06 AM,51.63,54.79,13.94,744.67,152.07,-12.94
11*18*2018 4:44:15 AM,52.03,55.18,13.93,744.62,152.02,-12.99
11*18*2018 4:54:19 AM,52.48,55.64,13.92,744.58,151.98,-13.03
11*18*2018 5:04:26 AM,52.93,56.14,13.91,744.53,151.93,-13.08
11*18*2018 5:14:27 AM,53.53,56.67,13.9,744.47,151.87,-13.14
11*18*2018 5:24:43 AM,54,57.14,13.89,744.42,151.82,-13.19
11*18*2018 5:34:45 AM,54.44,57.62,13.89,744.38,151.78,-13.23
11*18*2018 5:45:02 AM,54.9,58.09,13.89,744.32,151.72,-13.29
11*18*2018 5:55:04 AM,55.42,58.59,13.88,744.27,151.67,-13.34
11*18*2018 6:05:18 AM,55.89,59.08,13.87,744.21,151.61,-13.4
11*18*2018 6:15:33 AM,56.37,59.57,13.86,744.16,151.56,-13.45
11*18*2018 6:25:48 AM,56.81,60,13.85,744.12,151.52,-13.49
11*18*2018 6:36:03 AM,57.4,60.59,13.83,744.07,151.47,-13.54
11*18*2018 6:46:03 AM,57.93,61.12,13.82,744.01,151.41,-13.6
11*18*2018 6:56:22 AM,58.41,61.62,13.81,743.96,151.36,-13.65
11*18*2018 7:06:39 AM,58.92,62.17,13.8,743.92,151.32,-13.69
11*18*2018 7:16:53 AM,59.43,62.63,13.78,743.87,151.27,-13.74
11*18*2018 7:27:01 AM,59.99,63.21,13.77,743.82,151.22,-13.79
11*18*2018 7:37:13 AM,60.46,63.66,13.76,743.78,151.18,-13.83
11*18*2018 7:47:31 AM,60.96,64.16,13.74,743.72,151.12,-13.89
11*18*2018 7:57:43 AM,61.51,64.74,13.73,743.68,151.08,-13.93
11*18*2018 8:08:00 AM,62.12,65.39,13.71,743.63,151.03,-13.98
11*18*2018 8:18:16 AM,62.65,65.96,13.71,743.57,150.97,-14.04
11*18*2018 8:28:20 AM,63.23,66.49,13.71,743.53,150.93,-14.08
11*18*2018 8:38:36 AM,63.81,67.09,13.72,743.47,150.87,-14.14
11*18*2018 8:48:37 AM,64.4,67.67,13.73,743.42,150.82,-14.19
11*18*2018 8:58:41 AM,64.86,68.17,13.74,743.37,150.77,-14.24
11*18*2018 9:08:53 AM,65.5,68.78,13.76,743.32,150.72,-14.29
11*18*2018 9:18:54 AM,66.05,69.37,13.78,743.28,150.68,-14.33
11*18*2018 9:29:11 AM,66.62,69.91,13.81,743.23,150.63,-14.38
11*18*2018 9:39:27 AM,67.25,70.6,13.84,743.16,150.56,-14.45
11*18*2018 9:49:44 AM,67.87,71.2,13.87,743.13,150.53,-14.48
11*18*2018 10:00:02 AM,68.43,72.05,13.92,743.08,150.48,-14.53
11*18*2018 10:10:19 AM,69.07,72.44,13.98,743.03,150.43,-14.58
11*18*2018 10:20:19 AM,69.68,73.08,14.05,742.98,150.38,-14.63
11*18*2018 10:30:35 AM,70.27,73.63,14.11,742.93,150.33,-14.68
11*18*2018 10:40:45 AM,70.87,74.25,14.17,742.89,150.29,-14.72
11*18*2018 10:51:02 AM,71.41,74.78,14.22,742.83,150.23,-14.78
11*18*2018 11:01:18 AM,71.95,75.29,14.27,742.79,150.19,-14.82
11*18*2018 11:11:18 AM,72.57,76.04,14.33,742.74,150.14,-14.87
11*18*2018 11:21:21 AM,73.4,76.92,14.4,742.7,150.1,-14.91
11*18*2018 11:31:25 AM,74.01,77.47,14.46,742.65,150.05,-14.96
11*18*2018 11:41:44 AM,74.57,78.06,14.52,742.6,150,-15.01
11*18*2018 11:52:02 AM,75.3,78.76,14.56,742.56,149.96,-15.05
11*18*2018 12:02:02 PM,75.89,79.48,14.59,742.51,149.91,-15.1
11*18*2018 12:12:19 PM,76.55,80.04,14.61,742.46,149.86,-15.15
11*18*2018 12:22:32 PM,77.16,80.71,14.64,742.41,149.81,-15.2
11*18*2018 12:32:48 PM,77.81,81.29,14.67,742.38,149.78,-15.23
11*18*2018 12:42:49 PM,78.39,81.96,14.7,742.33,149.73,-15.28
11*18*2018 12:52:54 PM,79.26,82.92,14.73,742.28,149.68,-15.33
11*18*2018 1:02:54 PM,80.13,83.64,14.76,742.23,149.63,-15.38
11*18*2018 1:13:12 PM,80.69,84.29,14.79,742.18,149.58,-15.43
11*18*2018 1:23:28 PM,81.42,85.03,14.83,742.14,149.54,-15.47
11*18*2018 1:33:30 PM,82.04,85.59,14.87,742.09,149.49,-15.52
11*18*2018 1:43:45 PM,82.61,86.13,14.91,742.05,149.45,-15.56
11*18*2018 1:53:47 PM,83.19,86.73,14.95,742.01,149.41,-15.6
11*18*2018 2:04:00 PM,83.92,87.59,14.99,741.97,149.37,-15.64
11*18*2018 2:14:15 PM,84.93,88.69,15.01,741.91,149.31,-15.7
11*18*2018 2:24:16 PM,85.93,89.57,15.01,741.86,149.26,-15.75
11*18*2018 2:34:29 PM,86.71,90.51,15.02,741.81,149.21,-15.8
11*18*2018 2:44:36 PM,87.54,91.28,15.03,741.75,149.15,-15.86
11*18*2018 2:54:48 PM,88.34,92.09,15.05,741.7,149.1,-15.91
11*18*2018 3:05:05 PM,89.19,92.96,15.06,741.64,149.04,-15.97
11*18*2018 3:15:22 PM,90,93.79,15.07,741.6,149,-16.01
11*18*2018 3:25:23 PM,90.87,94.67,15.09,741.55,148.95,-16.06
11*18*2018 3:35:34 PM,91.67,95.53,15.12,741.5,148.9,-16.11
11*18*2018 3:45:50 PM,92.54,96.42,15.18,741.45,148.85,-16.16
11*18*2018 3:56:03 PM,93.41,97.33,15.25,741.4,148.8,-16.21
11*18*2018 4:06:18 PM,94.33,98.21,15.31,741.34,148.74,-16.27
11*18*2018 4:16:37 PM,95.26,99.18,15.37,741.29,148.69,-16.32
11*18*2018 4:26:52 PM,96.22,100.15,15.41,741.23,148.63,-16.38
11*18*2018 4:37:04 PM,97.09,101.11,15.45,741.18,148.58,-16.43
11*18*2018 4:47:06 PM,98.06,102.04,15.47,741.13,148.53,-16.48
11*18*2018 4:57:18 PM,99.04,103.09,15.47,741.08,148.48,-16.53
11*18*2018 5:07:21 PM,100.05,104.14,15.47,741.03,148.43,-16.58
11*18*2018 5:17:37 PM,101.16,105.36,15.48,740.97,148.37,-16.64
11*18*2018 5:27:52 PM,102.24,106.37,15.49,740.92,148.32,-16.69
11*18*2018 5:38:09 PM,103.29,107.54,15.5,740.86,148.26,-16.75
11*18*2018 5:48:24 PM,104.42,108.65,15.49,740.8,148.2,-16.81
11*18*2018 5:58:34 PM,105.56,109.84,15.46,740.74,148.14,-16.87
11*18*2018 6:08:48 PM,106.7,110.99,15.42,740.69,148.09,-16.92
11*18*2018 6:19:02 PM,107.86,112.19,15.36,740.64,148.04,-16.97
11*18*2018 6:29:18 PM,108.96,113.34,15.31,740.59,147.99,-17.02
11*18*2018 6:39:35 PM,110.17,114.6,15.26,740.53,147.93,-17.08
11*18*2018 6:49:47 PM,111.37,115.84,15.2,740.48,147.88,-17.13
11*18*2018 6:59:59 PM,112.37,116.86,15.16,740.43,147.83,-17.18
11*18*2018 7:10:02 PM,113.57,118.11,15.12,740.38,147.78,-17.23
11*18*2018 7:20:19 PM,114.78,119.38,15.07,740.33,147.73,-17.28
11*18*2018 7:30:34 PM,115.97,120.57,15.03,740.27,147.67,-17.34
11*18*2018 7:40:50 PM,117.1,121.78,14.99,740.22,147.62,-17.39
11*18*2018 7:51:06 PM,118.28,122.97,14.95,740.17,147.57,-17.44
11*18*2018 8:01:21 PM,119.47,124.38,14.92,740.12,147.52,-17.49
11*18*2018 8:11:24 PM,120.82,125.8,14.89,740.07,147.47,-17.54
11*18*2018 8:21:24 PM,122.02,126.93,14.87,740.02,147.42,-17.59
11*18*2018 8:31:25 PM,123.18,128.11,14.85,739.96,147.36,-17.65
11*18*2018 8:41:36 PM,124.39,129.39,14.84,739.92,147.32,-17.69
11*18*2018 8:51:36 PM,125.56,130.56,14.82,739.87,147.27,-17.74
11*18*2018 9:01:51 PM,126.82,132.01,14.8,739.82,147.22,-17.79
11*18*2018 9:12:04 PM,128.16,133.3,14.78,739.77,147.17,-17.84
11*18*2018 9:22:23 PM,129.51,134.87,14.76,739.71,147.11,-17.9
11*18*2018 9:32:39 PM,131.02,136.45,14.73,739.66,147.06,-17.95
11*18*2018 9:42:54 PM,132.35,137.77,14.71,739.61,147.01,-18
11*18*2018 9:53:05 PM,133.69,139.15,14.7,739.56,146.96,-18.05
11*18*2018 10:03:06 PM,134.98,140.58,14.68,739.51,146.91,-18.1
11*18*2018 10:13:20 PM,136.39,142.01,14.66,739.46,146.86,-18.15
11*18*2018 10:23:21 PM,137.72,143.41,14.65,739.41,146.81,-18.2
11*18*2018 10:33:22 PM,139.09,144.93,14.63,739.36,146.76,-18.25
11*18*2018 10:43:39 PM,140.52,146.45,14.61,739.31,146.71,-18.3
11*18*2018 10:53:43 PM,141.96,147.97,14.6,739.26,146.66,-18.35
11*18*2018 11:03:45 PM,143.54,149.62,14.57,739.2,146.6,-18.41
11*18*2018 11:14:02 PM,145.07,151.4,14.55,739.15,146.55,-18.46
11*18*2018 11:24:17 PM,146.59,152.95,14.54,739.1,146.5,-18.51
11*18*2018 11:34:34 PM,148.07,154.49,14.53,739.05,146.45,-18.56
11*18*2018 11:44:37 PM,149.56,156.08,14.51,739,146.4,-18.61
11*18*2018 11:54:39 PM,151.01,157.67,14.5,738.96,146.36,-18.65
11*19*2018 12:04:44 AM,152.55,159.3,14.49,738.9,146.3,-18.71
11*19*2018 12:14:56 AM,154.1,160.98,14.48,738.85,146.25,-18.76
11*19*2018 12:25:12 AM,155.66,162.65,14.46,738.79,146.19,-18.82
11*19*2018 12:35:28 AM,157.39,164.76,14.44,738.74,146.14,-18.87
11*19*2018 12:45:45 AM,159.18,166.72,14.41,738.69,146.09,-18.92
11*19*2018 12:55:58 AM,160.93,168.51,14.4,738.64,146.04,-18.97
11*19*2018 1:06:16 AM,162.58,170.3,14.38,738.59,145.99,-19.02
11*19*2018 1:16:16 AM,164.2,171.99,14.37,738.53,145.93,-19.08
11*19*2018 1:26:33 AM,165.88,173.79,14.36,738.48,145.88,-19.13
11*19*2018 1:36:51 AM,167.56,175.57,14.35,738.44,145.84,-19.17
11*19*2018 1:46:56 AM,169.24,177.42,14.35,738.4,145.8,-19.21
11*19*2018 1:57:11 AM,170.99,179.34,14.33,738.34,145.74,-19.27
11*19*2018 2:07:17 AM,172.73,181.39,14.32,738.29,145.69,-19.32
11*19*2018 2:17:24 AM,174.6,183.57,14.31,738.25,145.65,-19.36
11*19*2018 2:27:36 AM,176.46,185.54,14.3,738.2,145.6,-19.41
11*19*2018 2:37:38 AM,178.23,187.43,14.3,738.14,145.54,-19.47
11*19*2018 2:47:47 AM,180.05,189.37,14.3,738.09,145.49,-19.52
11*19*2018 2:57:50 AM,181.82,191.41,14.3,738.05,145.45,-19.56
11*19*2018 3:07:51 AM,183.67,193.48,14.28,738,145.4,-19.61
11*19*2018 3:17:55 AM,185.53,195.55,14.27,737.95,145.35,-19.66
11*19*2018 3:27:59 AM,187.41,197.66,14.26,737.9,145.3,-19.71
11*19*2018 3:38:01 AM,189.3,199.87,14.25,737.85,145.25,-19.76
11*19*2018 3:48:04 AM,191.31,202.29,14.24,737.8,145.2,-19.81
11*19*2018 3:58:10 AM,193.32,204.58,14.23,737.76,145.16,-19.85
11*19*2018 4:08:18 AM,195.19,206.75,14.23,737.72,145.12,-19.89
11*19*2018 4:18:24 AM,197.28,209.03,14.22,737.67,145.07,-19.94
11*19*2018 4:28:31 AM,199.29,211.29,14.22,737.62,145.02,-19.99
11*19*2018 4:38:38 AM,201.27,213.63,14.21,737.56,144.96,-20.05
11*19*2018 4:48:45 AM,203.38,215.99,14.2,737.52,144.92,-20.09
11*19*2018 4:58:52 AM,205.47,218.34,14.19,737.47,144.87,-20.14
11*19*2018 5:09:00 AM,207.6,220.97,14.18,737.42,144.82,-20.19
11*19*2018 5:19:07 AM,209.79,223.74,14.17,737.37,144.77,-20.24
11*19*2018 5:29:08 AM,211.94,226.13,14.16,737.32,144.72,-20.29
11*19*2018 5:39:11 AM,214.1,228.73,14.16,737.27,144.67,-20.34
11*19*2018 5:49:17 AM,216.3,231.3,14.15,737.22,144.62,-20.39
11*19*2018 5:59:19 AM,218.55,233.93,14.14,737.18,144.58,-20.43
11*19*2018 6:09:24 AM,220.81,236.63,14.12,737.12,144.52,-20.49
11*19*2018 6:19:28 AM,223.09,239.45,14.11,737.07,144.47,-20.54
11*19*2018 6:29:34 AM,225.38,242.23,14.09,737.03,144.43,-20.58
11*19*2018 6:39:41 AM,227.72,245.02,14.08,736.98,144.38,-20.63
11*19*2018 6:49:42 AM,230.04,248.17,14.06,736.93,144.33,-20.68
11*19*2018 6:59:50 AM,232.49,251.09,14.05,736.88,144.28,-20.73
11*19*2018 7:10:00 AM,234.93,254.02,14.04,736.83,144.23,-20.78
11*19*2018 7:20:06 AM,237.34,257.06,14.03,736.78,144.18,-20.83
11*19*2018 7:30:12 AM,239.82,260.04,14.02,736.73,144.13,-20.88
11*19*2018 7:40:18 AM,242.28,263.09,14.01,736.68,144.08,-20.93
11*19*2018 7:50:24 AM,244.75,266.1,13.99,736.63,144.03,-20.98
11*19*2018 8:00:30 AM,247.27,269.41,13.98,736.58,143.98,-21.03
11*19*2018 8:10:35 AM,249.74,272.31,13.97,736.53,143.93,-21.08
11*19*2018 8:20:41 AM,252.24,275.71,13.96,736.48,143.88,-21.13
11*19*2018 8:30:48 AM,254.77,279.11,13.96,736.43,143.83,-21.18
11*19*2018 8:40:59 AM,257.33,282.44,13.97,736.39,143.79,-21.22
11*19*2018 8:51:03 AM,259.92,285.78,13.98,736.34,143.74,-21.27
11*19*2018 9:01:06 AM,262.46,289.3,13.99,736.29,143.69,-21.32
11*19*2018 9:11:11 AM,265.17,292.48,14,736.24,143.64,-21.37
11*19*2018 9:21:14 AM,267.79,296.07,14.01,736.19,143.59,-21.42
11*19*2018 9:31:23 AM,270.51,299.76,14.02,736.15,143.55,-21.46
11*19*2018 9:41:31 AM,273.18,302.51,14.04,736.11,143.51,-21.5
11*19*2018 9:51:39 AM,275.33,305.17,14.12,736.08,143.48,-21.53
11*19*2018 10:01:42 AM,277.13,308.15,14.34,736.06,143.46,-21.55
11*19*2018 10:11:47 AM,278.93,310.88,14.66,736.01,143.41,-21.6
11*19*2018 10:22:02 AM,280.8,313.99,15.04,735.95,143.35,-21.66
11*19*2018 10:32:15 AM,282.72,317.36,15.46,735.89,143.29,-21.72
11*19*2018 10:42:30 AM,284.8,320.81,15.88,735.82,143.22,-21.79
11*19*2018 10:52:48 AM,286.91,324.65,16.31,735.76,143.16,-21.85
11*19*2018 11:03:05 AM,289.29,327.99,16.72,735.7,143.1,-21.91
11*19*2018 11:13:20 AM,291.6,331.41,17.11,735.64,143.04,-21.97
11*19*2018 11:23:33 AM,294.32,335.71,17.47,735.57,142.97,-22.04
11*19*2018 11:33:35 AM,297.48,341.44,17.67,735.5,142.9,-22.11
11*19*2018 11:43:51 AM,301.18,347.78,17.78,735.42,142.82,-22.19
11*19*2018 11:53:53 AM,305,353.67,17.8,735.34,142.74,-22.27
11*19*2018 12:03:54 PM,308.86,359.52,17.78,735.3,142.7,-22.31
11*19*2018 12:14:07 PM,312.85,365.73,17.73,735.23,142.63,-22.38
11*19*2018 12:24:19 PM,316.98,372.36,17.67,735.16,142.56,-22.45
11*19*2018 12:34:32 PM,321.07,378.77,17.59,735.09,142.49,-22.52
11*19*2018 12:44:48 PM,325.26,385.34,17.5,735.02,142.42,-22.59
11*19*2018 12:55:03 PM,329.31,391.61,17.41,734.97,142.37,-22.64
11*19*2018 1:05:20 PM,333.44,397.86,17.32,734.92,142.32,-22.69
11*19*2018 1:15:35 PM,337.42,404.21,17.24,734.86,142.26,-22.75
11*19*2018 1:25:51 PM,341.52,410.58,17.17,734.81,142.21,-22.8
11*19*2018 1:35:53 PM,345.45,416.9,17.11,734.75,142.15,-22.86
11*19*2018 1:46:01 PM,349.39,423.1,17.05,734.7,142.1,-22.91
11*20*2018 10:16:31 AM,791.92,750.95,14.76,730.33,137.73,-27.28
11*20*2018 10:26:31 AM,795.09,749.85,14.78,730.31,137.71,-27.3
11*20*2018 10:36:33 AM,798.03,747.92,14.83,730.28,137.68,-27.33
11*20*2018 10:46:33 AM,800.87,745.31,14.9,730.27,137.67,-27.34
11*20*2018 10:56:34 AM,803.85,744.17,14.97,730.26,137.66,-27.35
11*20*2018 11:06:34 AM,807.02,743.21,15.04,730.23,137.63,-27.38
11*20*2018 11:16:35 AM,810.34,741.99,15.1,730.2,137.6,-27.41
11*20*2018 11:26:38 AM,813.8,740.9,15.15,730.18,137.58,-27.43
11*20*2018 11:36:38 AM,817.27,739.82,15.19,730.16,137.56,-27.45
11*20*2018 11:46:39 AM,820.77,738.71,15.23,730.13,137.53,-27.48
11*20*2018 11:56:40 AM,795.72,736.59,15.26,730.1,137.5,-27.51
11*20*2018 12:06:40 PM,802.95,734.74,15.3,730.09,137.49,-27.52
11*20*2018 12:16:42 PM,806.84,733.45,15.36,730.08,137.48,-27.53
11*20*2018 12:26:45 PM,809.96,732.22,15.44,730.06,137.46,-27.55
11*20*2018 12:36:47 PM,811.29,731.06,15.52,730.03,137.43,-27.58
11*20*2018 12:46:48 PM,814.06,729.78,15.61,730.02,137.42,-27.59
11*20*2018 12:56:48 PM,815.87,728.53,15.69,730,137.4,-27.61
11*20*2018 1:06:49 PM,817.44,727,15.76,729.98,137.38,-27.63
11*20*2018 1:16:50 PM,819.06,724.58,15.82,729.95,137.35,-27.66
11*20*2018 1:26:52 PM,820.5,723.45,15.88,729.93,137.33,-27.68
11*20*2018 1:36:53 PM,821.87,722.28,15.94,729.91,137.31,-27.7
11*20*2018 1:46:54 PM,823.37,721.24,16,729.89,137.29,-27.72
11*20*2018 1:56:55 PM,824.44,720.17,16.07,729.86,137.26,-27.75
11*20*2018 2:16:18 PM,825.11,718.11,16.2,729.84,137.24,-27.77
11*20*2018 2:26:19 PM,823.95,716.93,16.27,729.82,137.22,-27.79
11*20*2018 2:36:21 PM,823.03,715.9,16.31,729.79,137.19,-27.82
11*20*2018 2:46:25 PM,822.34,714.93,16.32,729.77,137.17,-27.84
11*20*2018 2:56:27 PM,821.31,713.97,16.33,729.75,137.15,-27.86
11*20*2018 3:06:29 PM,820.13,712.95,16.36,729.75,137.15,-27.86
11*20*2018 3:16:34 PM,818.72,711.92,16.4,729.72,137.12,-27.89
11*20*2018 3:26:37 PM,817.3,711.03,16.45,729.69,137.09,-27.92
11*20*2018 3:36:41 PM,815.69,710.08,16.5,729.67,137.07,-27.94
11*20*2018 3:46:42 PM,813.93,708.85,16.55,729.65,137.05,-27.96
11*20*2018 3:56:46 PM,812,706.83,16.58,729.63,137.03,-27.98
11*20*2018 4:06:46 PM,810.1,705.74,16.59,729.6,137,-28.01
11*20*2018 4:16:47 PM,808.05,705.04,16.58,729.58,136.98,-28.03
11*20*2018 4:26:48 PM,805.86,704.32,16.55,729.56,136.96,-28.05
11*20*2018 4:36:50 PM,803.69,703.55,16.51,729.54,136.94,-28.07
11*20*2018 4:46:50 PM,801.54,702.91,16.47,729.52,136.92,-28.09
11*20*2018 4:56:54 PM,799.32,702.26,16.41,729.5,136.9,-28.11
11*20*2018 5:06:57 PM,797.24,701.63,16.35,729.48,136.88,-28.13
11*20*2018 5:17:00 PM,795.32,700.99,16.28,729.47,136.87,-28.14
11*20*2018 5:27:05 PM,793.32,700.3,16.21,729.45,136.85,-28.16
11*20*2018 5:37:05 PM,791.35,699.63,16.14,729.43,136.83,-28.18
11*20*2018 5:47:07 PM,789.46,698.95,16.08,729.42,136.82,-28.19
11*20*2018 5:57:10 PM,787.7,698.36,16.01,729.4,136.8,-28.21
11*20*2018 6:07:13 PM,785.85,697.74,15.96,729.38,136.78,-28.23
11*20*2018 6:17:14 PM,784.25,697.15,15.91,729.37,136.77,-28.24
11*20*2018 6:27:17 PM,782.59,696.5,15.86,729.35,136.75,-28.26
11*20*2018 6:37:19 PM,780.85,695.88,15.81,729.33,136.73,-28.28
11*20*2018 6:47:19 PM,779.27,695.19,15.76,729.32,136.72,-28.29
11*20*2018 6:57:24 PM,777.71,694.61,15.71,729.3,136.7,-28.31
11*20*2018 7:07:27 PM,776.08,693.98,15.67,729.29,136.69,-28.32
11*20*2018 7:17:28 PM,774.57,693.37,15.64,729.27,136.67,-28.34
11*20*2018 7:27:28 PM,773.09,692.73,15.61,729.25,136.65,-28.36
11*20*2018 7:37:29 PM,771.69,692.16,15.58,729.23,136.63,-28.38
11*20*2018 7:47:31 PM,770.28,691.55,15.55,729.21,136.61,-28.4
11*20*2018 7:57:32 PM,768.78,690.95,15.51,729.2,136.6,-28.41
11*20*2018 8:07:36 PM,767.4,690.38,15.48,729.18,136.58,-28.43
11*20*2018 8:17:38 PM,766.01,689.71,15.46,729.16,136.56,-28.45
11*20*2018 8:27:41 PM,764.67,689.09,15.43,729.15,136.55,-28.46
11*20*2018 8:37:42 PM,763.43,688.58,15.41,729.13,136.53,-28.48
11*20*2018 8:47:46 PM,762.15,688.03,15.39,729.11,136.51,-28.5
11*20*2018 8:57:49 PM,760.8,687.42,15.38,729.09,136.49,-28.52
11*20*2018 9:07:51 PM,759.5,686.89,15.36,729.07,136.47,-28.54
11*20*2018 9:17:55 PM,758.26,686.29,15.34,729.05,136.45,-28.56
11*20*2018 9:27:59 PM,757.03,685.76,15.32,729.04,136.44,-28.57
11*20*2018 9:38:01 PM,755.76,685.16,15.3,729.02,136.42,-28.59
11*20*2018 9:48:01 PM,754.67,684.63,15.28,729,136.4,-28.61
11*20*2018 9:58:04 PM,753.48,684.1,15.26,728.98,136.38,-28.63
11*20*2018 10:08:06 PM,752.32,683.53,15.24,728.97,136.37,-28.64
11*20*2018 10:18:10 PM,751.11,682.95,15.24,728.95,136.35,-28.66
11*20*2018 10:28:12 PM,749.85,682.3,15.23,728.93,136.33,-28.68
11*20*2018 10:38:13 PM,748.71,681.7,15.22,728.92,136.32,-28.69
11*20*2018 10:48:17 PM,747.58,681.13,15.2,728.9,136.3,-28.71
11*20*2018 10:58:21 PM,746.36,680.62,15.18,728.89,136.29,-28.72
11*20*2018 11:08:23 PM,745.32,680.23,15.16,728.86,136.26,-28.75
11*20*2018 11:18:23 PM,744.29,679.67,15.15,728.85,136.25,-28.76
11*20*2018 11:28:26 PM,743.21,679.17,15.13,728.83,136.23,-28.78
11*20*2018 11:38:27 PM,742.08,678.55,15.12,728.82,136.22,-28.79
