Parameter Name,Value
General Information,
Sample name:,
Start of measurement:,10*5*2018 3:30:49 PM
Stop of measurement:,10*10*2018 11:55:53 AM
Duration of Measurements:,4 Days
Geometric Parameters,
Soil surface area [cm2]:,249
Soil column height [cm]:,5.1
Position lower tensiometer [cm]:,3.75
Position upper tensiometer [cm]:,1.25
HYPROP Parameters,
Measurement head net weight [g]:,375
Empty soil sampling ring weight [g]:,208.6
Air entry pressure upper tensiometer [bar]:,8.8
Air entry pressure lower tensiometer [bar]:,8.8
Density of solid substance [g/cm3]:,2.65
Statistical analysis,
Tensiometer [hPa]:,0.15
Scale [g]:,0.05
Sensor Unit Information,
Busnumber:,1
Subaddress:,1
Serial number:,1640
Sensor unit name:,MY-HYPROP---
Firmware Version:,1.4
Scale Information,
Serial number:,144226084
Scale name:,HYPROP Balance
Correction,
Volume correction [ml]:,0
Weight correction [g]:,0
Start/Stop Line,
Start,10*5*2018 3:30:49 PM
Stop,10*7*2018 6:04:41 PM
,
Calculation of water contents,
Calculation of water contents,From dry soil weight [g]:
Initial water content [Vol%]:,0.466464495418048
Dry soil weight [g]:,125.9
Additional Soil Paramters,
Density [g/cm3]:,1.27
Porosity [-]:,0.52
Fitting Parameters,
INTERPOL,2
Tensiometer_Mean,2
Polynomial_degree,5
wtheta,1
wk,0.001
Fitting,
Model Description,traditional constrained van Genuchten-Mualem model
Notes,
General data,
- Site coordinates,
- Sampling date,
- Site description,
- Soil type,
- Land use,
Soil physical data,
"- Texture (%clay, %silt, %sand)",
- Soil texture class,
- Sampling depth,
- Organic carbon content,
Sample preparation and handling,
- Initial saturation procedure,
"- Swelling handling (suppressed, not suppressed, under load)",
Date / Time,Tension bottom [hPa],Tension top [hPa],Temperature [°C],Gross weight [g],Net weight [g],Weight change [g]
10*7*2018 8:12:14 AM,136.64,141.22,17.75,742.72,159.12,-12.96
10*7*2018 8:22:18 AM,137.48,142.02,17.75,742.68,159.08,-13
10*7*2018 8:32:18 AM,138.41,142.97,17.75,742.63,159.03,-13.05
10*7*2018 8:42:22 AM,139.4,144.06,17.76,742.58,158.98,-13.1
10*7*2018 8:52:23 AM,140.35,145.09,17.76,742.54,158.94,-13.14
10*7*2018 9:02:25 AM,141.26,145.92,17.77,742.49,158.89,-13.19
10*7*2018 9:12:28 AM,142.27,147.23,17.79,742.44,158.84,-13.24
10*7*2018 9:22:30 AM,143.35,148.4,17.81,742.4,158.8,-13.28
10*7*2018 9:32:35 AM,144.31,149.18,17.84,742.35,158.75,-13.33
10*7*2018 9:42:39 AM,145.18,150.08,17.88,742.3,158.7,-13.38
10*7*2018 9:52:41 AM,146.08,151.05,17.92,742.26,158.66,-13.42
10*7*2018 10:02:42 AM,146.93,151.98,17.96,742.21,158.61,-13.47
10*7*2018 10:12:43 AM,147.82,152.96,18.02,742.17,158.57,-13.51
10*7*2018 10:22:48 AM,148.77,153.95,18.07,742.12,158.52,-13.56
10*7*2018 10:32:49 AM,149.86,155.3,18.11,742.07,158.47,-13.61
10*7*2018 10:42:54 AM,151,156.47,18.14,742.02,158.42,-13.66
10*7*2018 10:52:55 AM,152.01,157.37,18.16,741.98,158.38,-13.7
10*7*2018 11:02:56 AM,152.97,158.34,18.19,741.94,158.34,-13.74
10*7*2018 11:13:00 AM,153.83,159.06,18.24,741.9,158.3,-13.78
10*7*2018 11:23:05 AM,154.55,159.68,18.3,741.86,158.26,-13.82
10*7*2018 11:33:07 AM,155.12,160.18,18.39,741.83,158.23,-13.85
10*7*2018 11:43:08 AM,155.68,160.86,18.5,741.79,158.19,-13.89
10*7*2018 11:53:09 AM,156.45,161.92,18.62,741.75,158.15,-13.93
10*7*2018 12:03:13 PM,157.16,162.27,18.74,741.71,158.11,-13.97
10*7*2018 12:13:16 PM,157.78,162.93,18.85,741.68,158.08,-14
10*7*2018 12:23:19 PM,158.5,163.71,18.96,741.64,158.04,-14.04
10*7*2018 12:33:20 PM,159.24,164.54,19.06,741.61,158.01,-14.07
10*7*2018 12:43:25 PM,159.99,165.35,19.17,741.57,157.97,-14.11
10*7*2018 12:53:27 PM,160.8,166.17,19.26,741.54,157.94,-14.14
10*7*2018 1:03:28 PM,161.53,166.92,19.34,741.5,157.9,-14.18
10*7*2018 1:13:30 PM,162.28,167.86,19.42,741.46,157.86,-14.22
10*7*2018 1:23:33 PM,163.17,168.78,19.5,741.43,157.83,-14.25
10*7*2018 1:33:34 PM,164.03,169.68,19.56,741.4,157.8,-14.28
10*7*2018 1:43:36 PM,164.89,170.47,19.62,741.36,157.76,-14.32
10*7*2018 1:53:40 PM,165.66,171.27,19.69,741.33,157.73,-14.35
10*7*2018 2:03:44 PM,166.44,172.19,19.78,741.3,157.7,-14.38
10*7*2018 2:13:46 PM,167.33,173.11,19.86,741.26,157.66,-14.42
10*7*2018 2:23:48 PM,168.12,173.98,19.93,741.22,157.62,-14.46
10*7*2018 2:33:52 PM,168.99,174.87,20,741.19,157.59,-14.49
10*7*2018 2:43:57 PM,169.86,175.89,20.05,741.15,157.55,-14.53
10*7*2018 2:54:01 PM,171.01,177.37,20.07,741.12,157.52,-14.56
10*7*2018 3:04:03 PM,172.15,178.72,20.07,741.08,157.48,-14.6
10*7*2018 3:14:03 PM,173.51,180.31,20.05,741.04,157.44,-14.64
10*7*2018 3:24:05 PM,174.71,181.5,20.01,741,157.4,-14.68
10*7*2018 3:34:08 PM,175.9,182.57,19.97,740.97,157.37,-14.71
10*7*2018 3:44:11 PM,176.89,183.57,19.93,740.93,157.33,-14.75
10*7*2018 3:54:13 PM,177.97,184.87,19.9,740.9,157.3,-14.78
10*7*2018 4:04:15 PM,179.05,186.07,19.88,740.86,157.26,-14.82
10*7*2018 4:14:18 PM,180.22,187.54,19.85,740.82,157.22,-14.86
10*7*2018 4:24:19 PM,181.49,189.27,19.81,740.78,157.18,-14.9
10*7*2018 4:34:20 PM,182.83,190.46,19.77,740.74,157.14,-14.94
10*7*2018 4:44:20 PM,183.99,191.58,19.74,740.71,157.11,-14.97
10*7*2018 4:54:24 PM,185.11,192.75,19.71,740.67,157.07,-15.01
10*7*2018 5:04:25 PM,186.26,193.98,19.69,740.64,157.04,-15.04
10*7*2018 5:14:27 PM,187.39,195.43,19.66,740.59,156.99,-15.09
10*7*2018 5:24:31 PM,188.62,196.86,19.61,740.56,156.96,-15.12
10*7*2018 5:34:35 PM,189.97,198.86,19.57,740.51,156.91,-15.17
10*7*2018 5:44:35 PM,191.56,200.93,19.53,740.47,156.87,-15.21
10*7*2018 5:54:39 PM,192.98,202.24,19.48,740.42,156.82,-15.26
10*7*2018 6:04:41 PM,194.3,203.83,19.43,740.38,156.78,-15.3
10*7*2018 6:14:46 PM,195.71,205.4,19.39,740.34,156.74,-15.34
10*9*2018 12:09:27 PM,881.48,751.5,18.61,730.24,146.64,-25.44
10*9*2018 12:19:30 PM,884.12,750.82,18.68,730.21,146.61,-25.47
10*9*2018 12:29:31 PM,886.75,750.2,18.75,730.19,146.59,-25.49
10*9*2018 12:39:32 PM,889.72,749.66,18.8,730.17,146.57,-25.51
10*9*2018 12:49:35 PM,892.71,749.13,18.84,730.15,146.55,-25.53
10*9*2018 12:59:40 PM,895.31,748.69,18.89,730.12,146.52,-25.56
10*9*2018 1:09:44 PM,898.14,748,18.94,730.1,146.5,-25.58
10*9*2018 1:19:46 PM,901.02,747.32,18.98,730.08,146.48,-25.6
10*9*2018 1:29:47 PM,903.99,746.85,19.02,730.06,146.46,-25.62
10*9*2018 1:39:50 PM,906.71,746.39,19.06,730.04,146.44,-25.64
10*9*2018 1:49:55 PM,909.63,745.86,19.1,730.01,146.41,-25.67
10*9*2018 1:59:59 PM,912.5,745.22,19.15,729.99,146.39,-25.69
10*9*2018 2:10:02 PM,915.26,744.79,19.19,729.96,146.36,-25.72
10*9*2018 2:20:05 PM,918,744.37,19.24,729.94,146.34,-25.74
10*9*2018 2:30:10 PM,920.04,743.94,19.3,729.9,146.3,-25.78
10*9*2018 2:40:15 PM,922.17,743.27,19.38,729.88,146.28,-25.8
10*9*2018 2:50:18 PM,924.92,742.64,19.46,729.85,146.25,-25.83
10*9*2018 3:00:23 PM,927.41,742.07,19.53,729.83,146.23,-25.85
10*9*2018 3:10:28 PM,930.63,741.69,19.59,729.81,146.21,-25.87
10*9*2018 3:20:32 PM,934.31,741.3,19.62,729.79,146.19,-25.89
10*9*2018 3:30:33 PM,937.88,740.9,19.63,729.77,146.17,-25.91
10*9*2018 3:40:36 PM,941.62,740.52,19.64,729.75,146.15,-25.93
10*9*2018 3:50:37 PM,945.43,738.91,19.63,729.73,146.13,-25.95
10*9*2018 4:00:38 PM,945.84,735.85,19.62,729.7,146.1,-25.98
10*9*2018 4:10:43 PM,834.16,733.91,19.61,729.68,146.08,-26
10*9*2018 4:20:49 PM,839.04,732.48,19.58,729.66,146.06,-26.02
10*9*2018 4:30:49 PM,839.07,730.75,19.53,729.65,146.05,-26.03
10*9*2018 4:40:51 PM,838.22,730.57,19.47,729.63,146.03,-26.05
10*9*2018 4:50:54 PM,837.3,730.35,19.42,729.61,146.01,-26.07
10*9*2018 5:00:58 PM,835.96,730.17,19.36,729.59,145.99,-26.09
10*9*2018 5:11:01 PM,832.71,729.89,19.3,729.58,145.98,-26.1
10*9*2018 5:21:04 PM,828.42,729.61,19.25,729.56,145.96,-26.12
10*9*2018 5:31:07 PM,823.99,729.51,19.21,729.54,145.94,-26.14
10*9*2018 5:41:08 PM,819.78,729.4,19.15,729.52,145.92,-26.16
10*9*2018 5:51:12 PM,815.67,729.27,19.1,729.5,145.9,-26.18
10*9*2018 6:01:12 PM,811.81,729.17,19.05,729.48,145.88,-26.2
10*9*2018 6:11:13 PM,808.71,729.09,19,729.46,145.86,-26.22
10*9*2018 6:21:18 PM,805.95,729,18.95,729.44,145.84,-26.24
10*9*2018 6:31:22 PM,803.56,728.82,18.91,729.42,145.82,-26.26
10*9*2018 6:41:27 PM,801.48,728.68,18.86,729.4,145.8,-26.28
10*9*2018 6:51:27 PM,799.62,728.56,18.81,729.38,145.78,-26.3
10*9*2018 7:01:29 PM,797.65,728.41,18.77,729.36,145.76,-26.32
10*9*2018 7:11:30 PM,796.01,728.21,18.72,729.35,145.75,-26.33
10*9*2018 7:21:31 PM,794.32,728.04,18.67,729.33,145.73,-26.35
10*9*2018 7:31:34 PM,792.98,727.85,18.63,729.31,145.71,-26.37
10*9*2018 7:41:38 PM,791.65,727.7,18.58,729.3,145.7,-26.38
10*9*2018 7:51:40 PM,790.4,727.53,18.54,729.28,145.68,-26.4
10*9*2018 8:01:40 PM,789.05,727.33,18.51,729.26,145.66,-26.42
10*9*2018 8:11:42 PM,787.98,727.14,18.48,729.24,145.64,-26.44
10*9*2018 8:21:45 PM,786.68,726.88,18.44,729.22,145.62,-26.46
10*9*2018 8:31:46 PM,785.84,726.79,18.41,729.2,145.6,-26.48
10*9*2018 8:41:47 PM,784.72,726.54,18.39,729.18,145.58,-26.5
10*9*2018 8:51:47 PM,783.98,726.48,18.36,729.16,145.56,-26.52
10*9*2018 9:01:50 PM,783.16,726.28,18.33,729.15,145.55,-26.53
10*9*2018 9:11:51 PM,782.36,726.08,18.3,729.13,145.53,-26.55
10*9*2018 9:21:54 PM,781.65,725.87,18.28,729.11,145.51,-26.57
10*9*2018 9:31:58 PM,780.83,725.63,18.26,729.09,145.49,-26.59
10*9*2018 9:42:01 PM,780.1,725.41,18.24,729.08,145.48,-26.6
10*9*2018 9:52:03 PM,779.56,725.3,18.22,729.05,145.45,-26.63
10*9*2018 10:02:08 PM,779.07,725.09,18.2,729.04,145.44,-26.64
10*9*2018 10:12:10 PM,778.45,724.83,18.18,729.02,145.42,-26.66
10*9*2018 10:22:11 PM,777.97,724.65,18.15,729.01,145.41,-26.67
10*9*2018 10:32:16 PM,777.35,724.34,18.13,728.99,145.39,-26.69
10*9*2018 10:42:18 PM,776.84,724.08,18.11,728.98,145.38,-26.7
10*9*2018 10:52:23 PM,776.37,723.86,18.1,728.96,145.36,-26.72
10*9*2018 11:02:24 PM,775.87,723.58,18.08,728.94,145.34,-26.74
10*9*2018 11:12:29 PM,775.43,723.36,18.07,728.92,145.32,-26.76
10*9*2018 11:22:34 PM,775.09,723.2,18.05,728.9,145.3,-26.78
10*9*2018 11:32:37 PM,774.76,723.03,18.02,728.89,145.29,-26.79
10*9*2018 11:42:38 PM,774.37,722.89,18,728.87,145.27,-26.81
10*9*2018 11:52:43 PM,774.03,722.64,17.97,728.86,145.26,-26.82
10*10*2018 12:02:50 AM,773.83,722.43,17.95,728.84,145.24,-26.84
10*10*2018 12:12:55 AM,773.41,722.17,17.93,728.82,145.22,-26.86
10*10*2018 12:22:56 AM,773.15,722.03,17.91,728.8,145.2,-26.88
10*10*2018 12:33:00 AM,773,721.86,17.89,728.78,145.18,-26.9
10*10*2018 12:43:01 AM,772.53,721.51,17.87,728.77,145.17,-26.91
10*10*2018 12:53:03 AM,772.4,721.36,17.85,728.76,145.16,-26.92
10*10*2018 1:03:07 AM,772.01,721.06,17.83,728.74,145.14,-26.94
10*10*2018 1:13:08 AM,771.88,720.86,17.82,728.73,145.13,-26.95
10*10*2018 1:23:11 AM,771.51,720.57,17.8,728.71,145.11,-26.97
10*10*2018 1:33:13 AM,771.41,720.41,17.79,728.69,145.09,-26.99
10*10*2018 1:43:14 AM,771.18,720.16,17.78,728.67,145.07,-27.01
10*10*2018 1:53:15 AM,770.94,719.91,17.77,728.66,145.06,-27.02
10*10*2018 2:03:16 AM,770.84,719.68,17.75,728.64,145.04,-27.04
10*10*2018 2:13:19 AM,770.71,719.55,17.74,728.63,145.03,-27.05
10*10*2018 2:23:23 AM,770.6,719.33,17.73,728.61,145.01,-27.07
10*10*2018 2:33:27 AM,770.5,719.08,17.72,728.6,145,-27.08
10*10*2018 2:43:31 AM,770.19,718.82,17.72,728.58,144.98,-27.1
10*10*2018 2:53:33 AM,770.04,718.56,17.71,728.56,144.96,-27.12
10*10*2018 3:03:36 AM,769.93,718.31,17.71,728.54,144.94,-27.14
10*10*2018 3:13:37 AM,769.5,718.03,17.7,728.52,144.92,-27.16
10*10*2018 3:23:37 AM,769.31,717.73,17.69,728.51,144.91,-27.17
10*10*2018 3:33:38 AM,769.18,717.47,17.68,728.5,144.9,-27.18
10*10*2018 3:43:41 AM,769.03,717.18,17.66,728.49,144.89,-27.19
10*10*2018 3:53:43 AM,768.96,716.97,17.64,728.47,144.87,-27.21
10*10*2018 4:03:47 AM,768.77,716.63,17.63,728.46,144.86,-27.22
10*10*2018 4:13:47 AM,768.55,716.29,17.62,728.45,144.85,-27.23
10*10*2018 4:23:52 AM,768.39,715.97,17.61,728.43,144.83,-27.25
10*10*2018 4:33:56 AM,768.23,715.69,17.6,728.42,144.82,-27.26
10*10*2018 4:43:59 AM,767.8,715.38,17.59,728.4,144.8,-27.28
10*10*2018 4:53:59 AM,767.74,715.16,17.57,728.39,144.79,-27.29
10*10*2018 5:04:00 AM,767.56,714.83,17.55,728.38,144.78,-27.3
10*10*2018 5:14:02 AM,767.47,714.6,17.53,728.36,144.76,-27.32
10*10*2018 5:24:08 AM,767.33,714.34,17.51,728.35,144.75,-27.33
10*10*2018 5:34:10 AM,767.17,714.04,17.5,728.34,144.74,-27.34
10*10*2018 5:44:13 AM,767.13,713.85,17.49,728.32,144.72,-27.36
10*10*2018 5:54:16 AM,767.06,713.64,17.48,728.31,144.71,-27.37
10*10*2018 6:04:20 AM,766.91,713.31,17.46,728.29,144.69,-27.39
10*10*2018 6:14:23 AM,766.73,713,17.45,728.28,144.68,-27.4
10*10*2018 6:24:26 AM,766.69,712.77,17.43,728.27,144.67,-27.41
10*10*2018 6:34:28 AM,766.66,712.64,17.41,728.25,144.65,-27.43
10*10*2018 6:44:30 AM,766.63,712.42,17.39,728.24,144.64,-27.44
10*10*2018 6:54:31 AM,766.55,712.18,17.38,728.23,144.63,-27.45
10*10*2018 7:04:35 AM,766.56,711.99,17.37,728.21,144.61,-27.47
10*10*2018 7:14:37 AM,766.49,711.8,17.36,728.2,144.6,-27.48
10*10*2018 7:24:39 AM,766.42,711.53,17.35,728.19,144.59,-27.49
10*10*2018 7:34:44 AM,766.42,711.35,17.35,728.17,144.57,-27.51
10*10*2018 7:44:45 AM,766.4,711.19,17.34,728.15,144.55,-27.53
10*10*2018 7:54:46 AM,766.4,711.02,17.33,728.13,144.53,-27.55
10*10*2018 8:04:49 AM,766.36,710.77,17.33,728.12,144.52,-27.56
10*10*2018 8:14:54 AM,766.3,710.56,17.32,728.11,144.51,-27.57
10*10*2018 8:24:56 AM,766.2,710.27,17.32,728.1,144.5,-27.58
10*10*2018 8:35:00 AM,766.14,710.04,17.33,728.08,144.48,-27.6
10*10*2018 8:45:05 AM,766.03,709.76,17.32,728.07,144.47,-27.61
10*10*2018 8:55:07 AM,765.87,709.39,17.32,728.05,144.45,-27.63
10*10*2018 9:05:10 AM,765.75,709.11,17.33,728.04,144.44,-27.64
10*10*2018 9:15:14 AM,765.62,708.79,17.34,728.03,144.43,-27.65
10*10*2018 9:25:17 AM,765.54,708.52,17.36,728.01,144.41,-27.67
10*10*2018 9:35:19 AM,765.45,708.25,17.39,728,144.4,-27.68
10*10*2018 9:45:20 AM,765.36,707.95,17.42,727.99,144.39,-27.69
10*10*2018 9:55:22 AM,765.23,707.62,17.46,727.98,144.38,-27.7
10*10*2018 10:05:23 AM,765.09,707.29,17.51,727.97,144.37,-27.71
10*10*2018 10:15:24 AM,764.97,707,17.58,727.95,144.35,-27.73
10*10*2018 10:25:28 AM,764.7,706.52,17.65,727.93,144.33,-27.75
10*10*2018 10:35:30 AM,764.5,706.16,17.73,727.92,144.32,-27.76
10*10*2018 10:45:33 AM,764.28,705.75,17.8,727.9,144.3,-27.78
10*10*2018 10:55:34 AM,764.05,705.39,17.89,727.88,144.28,-27.8
10*10*2018 11:05:37 AM,763.86,705.03,17.95,727.87,144.27,-27.81
10*10*2018 11:15:43 AM,763.63,704.63,18,727.85,144.25,-27.83
10*10*2018 11:25:44 AM,763.51,704.3,18.03,727.85,144.25,-27.83
10*10*2018 11:35:48 AM,763.37,704,18.07,727.83,144.23,-27.85
10*10*2018 11:45:48 AM,763.13,703.59,18.11,727.82,144.22,-27.86
10*10*2018 11:55:53 AM,762.93,703.16,18.15,727.81,144.21,-27.87
10*10*2018 12:05:54 PM,762.68,702.74,18.2,727.8,144.2,-27.88
