Parameter Name,Value
General Information,
Sample name:,
Start of measurement:,10*5*2018 3:30:49 PM
Stop of measurement:,10*10*2018 11:55:53 AM
Duration of Measurements:,4 Days
Geometric Parameters,
Soil surface area [cm2]:,249
Soil column height [cm]:,5.1
Position lower tensiometer [cm]:,3.75
Position upper tensiometer [cm]:,1.25
HYPROP Parameters,
Measurement head net weight [g]:,375
Empty soil sampling ring weight [g]:,208.6
Air entry pressure upper tensiometer [bar]:,8.8
Air entry pressure lower tensiometer [bar]:,8.8
Density of solid substance [g/cm3]:,2.65
Statistical analysis,
Tensiometer [hPa]:,0.15
Scale [g]:,0.05
Sensor Unit Information,
Busnumber:,1
Subaddress:,1
Serial number:,1640
Sensor unit name:,MY-HYPROP---
Firmware Version:,1.4
Scale Information,
Serial number:,144226084
Scale name:,HYPROP Balance
Correction,
Volume correction [ml]:,0
Weight correction [g]:,0
Start/Stop Line,
Start,10*5*2018 3:30:49 PM
Stop,10*7*2018 6:04:41 PM
,
Calculation of water contents,
Calculation of water contents,From dry soil weight [g]:
Initial water content [Vol%]:,0.466464495418048
Dry soil weight [g]:,125.9
Additional Soil Paramters,
Density [g/cm3]:,1.27
Porosity [-]:,0.52
Fitting Parameters,
INTERPOL,2
Tensiometer_Mean,2
Polynomial_degree,5
wtheta,1
wk,0.001
Fitting,
Model Description,traditional constrained van Genuchten-Mualem model
Notes,
General data,
- Site coordinates,
- Sampling date,
- Site description,
- Soil type,
- Land use,
Soil physical data,
"- Texture (%clay, %silt, %sand)",
- Soil texture class,
- Sampling depth,
- Organic carbon content,
Sample preparation and handling,
- Initial saturation procedure,
"- Swelling handling (suppressed, not suppressed, under load)",
Date / Time,Tension bottom [hPa],Tension top [hPa],Temperature [°C],Gross weight [g],Net weight [g],Weight change [g]
10*5*2018 4:04:08 PM,-0.67,1.97,18.36,755.35,171.75,-0.33
10*5*2018 4:05:10 PM,-0.64,1.97,18.37,755.35,171.75,-0.33
10*5*2018 4:06:13 PM,-0.65,2.01,18.38,755.34,171.74,-0.34
10*5*2018 4:07:17 PM,-0.61,2,18.38,755.33,171.73,-0.35
10*5*2018 4:08:17 PM,-0.59,2.03,18.39,755.33,171.73,-0.35
10*5*2018 4:09:20 PM,-0.59,2.03,18.4,755.32,171.72,-0.36
10*5*2018 4:10:24 PM,-0.58,2.03,18.41,755.32,171.72,-0.36
10*5*2018 4:11:26 PM,-0.55,2.02,18.42,755.31,171.71,-0.37
10*5*2018 4:12:28 PM,-0.58,2.08,18.43,755.3,171.7,-0.38
10*5*2018 4:13:31 PM,-0.56,2.05,18.44,755.3,171.7,-0.38
10*5*2018 4:14:37 PM,-0.53,2.09,18.45,755.29,171.69,-0.39
10*5*2018 4:15:39 PM,-0.53,2.12,18.46,755.28,171.68,-0.4
10*5*2018 4:16:42 PM,-0.52,2.11,18.47,755.28,171.68,-0.4
10*5*2018 4:17:42 PM,-0.51,2.14,18.48,755.27,171.67,-0.41
10*5*2018 4:18:43 PM,-0.5,2.13,18.49,755.27,171.67,-0.41
10*5*2018 4:19:45 PM,-0.45,2.18,18.5,755.26,171.66,-0.42
10*5*2018 4:20:50 PM,-0.47,2.15,18.5,755.25,171.65,-0.43
10*5*2018 4:21:52 PM,-0.46,2.18,18.52,755.25,171.65,-0.43
10*5*2018 4:22:54 PM,-0.46,2.17,18.53,755.24,171.64,-0.44
10*5*2018 4:24:00 PM,-0.44,2.13,18.54,755.23,171.63,-0.45
10*5*2018 4:25:00 PM,-0.48,2.2,18.55,755.23,171.63,-0.45
10*5*2018 4:26:04 PM,-0.44,2.22,18.56,755.22,171.62,-0.46
10*5*2018 4:27:06 PM,-0.43,2.26,18.57,755.22,171.62,-0.46
10*5*2018 4:28:06 PM,-0.4,2.22,18.58,755.21,171.61,-0.47
10*5*2018 4:29:08 PM,-0.4,2.29,18.59,755.2,171.6,-0.48
10*5*2018 4:30:10 PM,-0.38,2.28,18.6,755.2,171.6,-0.48
10*5*2018 4:31:14 PM,-0.39,2.3,18.61,755.19,171.59,-0.49
10*5*2018 4:32:17 PM,-0.35,2.29,18.62,755.18,171.58,-0.5
10*5*2018 4:42:22 PM,-0.28,2.39,18.71,755.12,171.52,-0.56
10*5*2018 4:52:25 PM,-0.19,2.52,18.81,755.07,171.47,-0.61
10*5*2018 5:02:29 PM,0.37,3,18.88,755.02,171.42,-0.66
10*5*2018 5:12:31 PM,-0.52,3.02,18.94,754.97,171.37,-0.71
10*5*2018 5:22:33 PM,-0.69,2.01,18.99,754.92,171.32,-0.76
10*5*2018 5:32:36 PM,-0.36,2.28,19.01,754.86,171.26,-0.82
10*5*2018 5:42:36 PM,-0.02,2.65,19.02,754.8,171.2,-0.88
10*5*2018 5:52:40 PM,0.53,3.13,19.01,754.74,171.14,-0.94
10*5*2018 6:02:40 PM,0.8,3.44,19,754.69,171.09,-0.99
10*5*2018 6:12:44 PM,0.63,3.27,18.99,754.63,171.03,-1.05
10*5*2018 6:22:51 PM,0.68,3.31,18.97,754.56,170.96,-1.12
10*5*2018 6:32:50 PM,1.27,4.01,18.92,754.5,170.9,-1.18
10*5*2018 6:42:53 PM,1.2,3.83,18.86,754.44,170.84,-1.24
10*5*2018 6:52:54 PM,2.27,4.83,18.79,754.37,170.77,-1.31
10*5*2018 7:02:57 PM,3.09,5.61,18.72,754.3,170.7,-1.38
10*5*2018 7:12:57 PM,3.89,6.42,18.64,754.24,170.64,-1.44
10*5*2018 7:23:01 PM,4.59,7.15,18.57,754.17,170.57,-1.51
10*5*2018 7:33:02 PM,5.26,7.82,18.51,754.11,170.51,-1.57
10*5*2018 7:43:06 PM,6.08,8.63,18.45,754.04,170.44,-1.64
10*5*2018 7:53:07 PM,6.88,9.44,18.4,753.98,170.38,-1.7
10*5*2018 8:03:07 PM,7.43,10.02,18.34,753.91,170.31,-1.77
10*5*2018 8:13:10 PM,7.86,10.44,18.28,753.84,170.24,-1.84
10*5*2018 8:23:10 PM,8.08,10.69,18.23,753.77,170.17,-1.91
10*5*2018 8:33:13 PM,8.59,11.19,18.18,753.71,170.11,-1.97
10*5*2018 8:43:18 PM,9.53,12.09,18.14,753.65,170.05,-2.03
10*5*2018 8:53:24 PM,10.27,12.86,18.1,753.58,169.98,-2.1
10*5*2018 9:03:26 PM,11.04,13.69,18.07,753.52,169.92,-2.16
10*5*2018 9:13:28 PM,11.99,14.56,18.04,753.46,169.86,-2.22
10*5*2018 9:23:28 PM,12.89,15.45,18.01,753.4,169.8,-2.28
10*5*2018 9:33:30 PM,13.66,16.27,17.97,753.34,169.74,-2.34
10*5*2018 9:43:32 PM,14.59,17.19,17.94,753.27,169.67,-2.41
10*5*2018 9:53:37 PM,15.55,18.12,17.91,753.2,169.6,-2.48
10*5*2018 10:03:39 PM,16.55,19.12,17.89,753.14,169.54,-2.54
10*5*2018 10:13:43 PM,17.41,19.96,17.87,753.08,169.48,-2.6
10*5*2018 10:23:46 PM,18.34,20.9,17.84,753.02,169.42,-2.66
10*5*2018 10:33:48 PM,19.42,22.02,17.82,752.96,169.36,-2.72
10*5*2018 10:43:53 PM,20.44,23.02,17.8,752.9,169.3,-2.78
10*5*2018 10:53:55 PM,21.22,23.79,17.77,752.83,169.23,-2.85
10*5*2018 11:03:59 PM,22.12,24.68,17.75,752.77,169.17,-2.91
10*5*2018 11:14:03 PM,22.71,25.3,17.74,752.71,169.11,-2.97
10*5*2018 11:24:06 PM,23.91,26.5,17.72,752.65,169.05,-3.03
10*5*2018 11:34:09 PM,24.98,27.55,17.71,752.58,168.98,-3.1
10*5*2018 11:44:14 PM,26.02,28.55,17.69,752.52,168.92,-3.16
10*5*2018 11:54:17 PM,26.9,29.46,17.67,752.46,168.86,-3.22
10*6*2018 12:04:22 AM,27.74,30.36,17.66,752.4,168.8,-3.28
10*6*2018 12:14:23 AM,24.84,27.58,17.65,752.34,168.74,-3.34
10*6*2018 12:24:27 AM,24.89,27.51,17.63,752.27,168.67,-3.41
10*6*2018 12:34:30 AM,27.57,30.25,17.62,752.21,168.61,-3.47
10*6*2018 12:44:31 AM,27.82,30.45,17.61,752.15,168.55,-3.53
10*6*2018 12:54:32 AM,27.11,29.72,17.59,752.09,168.49,-3.59
10*6*2018 1:04:34 AM,28.02,30.61,17.58,752.03,168.43,-3.65
10*6*2018 1:14:35 AM,29.52,32.11,17.57,751.97,168.37,-3.71
10*6*2018 1:24:38 AM,30.32,32.94,17.56,751.91,168.31,-3.77
10*6*2018 1:34:38 AM,30.44,33.05,17.54,751.84,168.24,-3.84
10*6*2018 1:44:41 AM,31.22,33.82,17.53,751.78,168.18,-3.9
10*6*2018 1:54:42 AM,31.67,34.27,17.52,751.72,168.12,-3.96
10*6*2018 2:04:44 AM,32.04,34.68,17.51,751.66,168.06,-4.02
10*6*2018 2:14:45 AM,32.21,34.75,17.5,751.59,167.99,-4.09
10*6*2018 2:24:47 AM,30.08,32.65,17.5,751.53,167.93,-4.15
10*6*2018 2:34:49 AM,31.51,34.1,17.49,751.47,167.87,-4.21
10*6*2018 2:44:52 AM,32.83,35.48,17.5,751.41,167.81,-4.27
10*6*2018 2:54:53 AM,31.62,34.3,17.5,751.35,167.75,-4.33
10*6*2018 3:04:53 AM,33.01,35.64,17.51,751.29,167.69,-4.39
10*6*2018 3:14:58 AM,33.42,36.06,17.51,751.23,167.63,-4.45
10*6*2018 3:24:59 AM,34.14,36.72,17.51,751.17,167.57,-4.51
10*6*2018 3:35:01 AM,35.17,37.74,17.5,751.11,167.51,-4.57
10*6*2018 3:45:06 AM,35.61,38.18,17.49,751.04,167.44,-4.64
10*6*2018 3:55:10 AM,36.12,38.68,17.5,750.99,167.39,-4.69
10*6*2018 4:05:14 AM,36.46,39.06,17.5,750.93,167.33,-4.75
10*6*2018 4:15:20 AM,37,39.57,17.5,750.87,167.27,-4.81
10*6*2018 4:25:22 AM,37.53,40.06,17.5,750.82,167.22,-4.86
10*6*2018 4:35:24 AM,37.16,39.77,17.5,750.76,167.16,-4.92
10*6*2018 4:45:26 AM,38.15,40.78,17.51,750.71,167.11,-4.97
10*6*2018 4:55:28 AM,38.69,41.34,17.5,750.64,167.04,-5.04
10*6*2018 5:05:33 AM,39,41.61,17.49,750.59,166.99,-5.09
10*6*2018 5:15:34 AM,39.27,41.88,17.49,750.53,166.93,-5.15
10*6*2018 5:25:37 AM,39.51,42.15,17.49,750.47,166.87,-5.21
10*6*2018 5:35:39 AM,39.64,42.26,17.5,750.42,166.82,-5.26
10*6*2018 5:45:40 AM,39.51,42.08,17.5,750.37,166.77,-5.31
10*6*2018 5:55:43 AM,40.29,42.87,17.5,750.31,166.71,-5.37
10*6*2018 6:05:46 AM,40.94,43.49,17.5,750.25,166.65,-5.43
10*6*2018 6:15:49 AM,41.43,44.02,17.48,750.19,166.59,-5.49
10*6*2018 6:25:50 AM,41.86,44.45,17.48,750.14,166.54,-5.54
10*6*2018 6:35:50 AM,42.42,45.03,17.47,750.09,166.49,-5.59
10*6*2018 6:45:52 AM,42.95,45.54,17.47,750.03,166.43,-5.65
10*6*2018 6:55:55 AM,43.38,45.98,17.46,749.97,166.37,-5.71
10*6*2018 7:05:57 AM,43.81,46.37,17.45,749.92,166.32,-5.76
10*6*2018 7:15:58 AM,44.58,47.15,17.44,749.86,166.26,-5.82
10*6*2018 7:26:00 AM,45.19,47.78,17.43,749.8,166.2,-5.88
10*6*2018 7:36:01 AM,45.69,48.27,17.42,749.74,166.14,-5.94
10*6*2018 7:46:06 AM,46.03,48.65,17.41,749.68,166.08,-6
10*6*2018 7:56:10 AM,46.5,49.12,17.4,749.63,166.03,-6.05
10*6*2018 8:06:14 AM,46.49,49.13,17.4,749.57,165.97,-6.11
10*6*2018 8:16:16 AM,47.17,49.82,17.4,749.52,165.92,-6.16
10*6*2018 8:26:18 AM,47.75,50.36,17.4,749.46,165.86,-6.22
10*6*2018 8:36:20 AM,48.33,50.99,17.4,749.4,165.8,-6.28
10*6*2018 8:46:23 AM,48.85,51.41,17.4,749.34,165.74,-6.34
10*6*2018 8:56:26 AM,49.06,51.7,17.42,749.29,165.69,-6.39
10*6*2018 9:06:26 AM,49.64,52.25,17.45,749.24,165.64,-6.44
10*6*2018 9:16:31 AM,50.07,52.69,17.48,749.19,165.59,-6.49
10*6*2018 9:26:33 AM,50.59,53.19,17.51,749.14,165.54,-6.54
10*6*2018 9:36:35 AM,51.03,53.6,17.55,749.1,165.5,-6.58
10*6*2018 9:46:37 AM,51.39,54.04,17.6,749.05,165.45,-6.63
10*6*2018 9:56:37 AM,51.99,54.66,17.65,748.99,165.39,-6.69
10*6*2018 10:06:41 AM,52.55,55.22,17.71,748.93,165.33,-6.75
10*6*2018 10:16:43 AM,52.81,55.45,17.78,748.89,165.29,-6.79
10*6*2018 10:26:47 AM,52.9,55.55,17.87,748.84,165.24,-6.84
10*6*2018 10:36:51 AM,53.15,55.8,17.97,748.8,165.2,-6.88
10*6*2018 10:46:52 AM,53.57,56.22,18.06,748.76,165.16,-6.92
10*6*2018 10:56:56 AM,53.91,56.52,18.13,748.72,165.12,-6.96
10*6*2018 11:07:02 AM,54.3,56.95,18.2,748.67,165.07,-7.01
10*6*2018 11:17:02 AM,54.81,57.48,18.27,748.62,165.02,-7.06
10*6*2018 11:27:03 AM,55.31,57.96,18.35,748.57,164.97,-7.11
10*6*2018 11:37:06 AM,55.57,58.18,18.42,748.53,164.93,-7.15
10*6*2018 11:47:09 AM,55.72,58.33,18.49,748.49,164.89,-7.19
10*6*2018 11:57:10 AM,56.1,58.68,18.56,748.44,164.84,-7.24
10*6*2018 12:07:15 PM,56.4,59.03,18.62,748.4,164.8,-7.28
10*6*2018 12:17:18 PM,56.75,59.37,18.7,748.36,164.76,-7.32
10*6*2018 12:27:18 PM,57.12,59.79,18.77,748.32,164.72,-7.36
10*6*2018 12:37:21 PM,57.65,60.28,18.84,748.28,164.68,-7.4
10*6*2018 12:47:21 PM,58.08,60.66,18.9,748.23,164.63,-7.45
10*6*2018 12:57:22 PM,58.44,61,18.95,748.19,164.59,-7.49
10*6*2018 1:07:23 PM,58.81,61.51,19.02,748.14,164.54,-7.54
10*6*2018 1:17:27 PM,59.29,61.88,19.07,748.1,164.5,-7.58
10*6*2018 1:27:30 PM,59.7,62.34,19.13,748.06,164.46,-7.62
10*6*2018 1:37:33 PM,60.24,62.88,19.19,748.01,164.41,-7.67
10*6*2018 1:47:38 PM,60.72,63.37,19.24,747.97,164.37,-7.71
10*6*2018 1:57:40 PM,61.15,63.76,19.28,747.92,164.32,-7.76
10*6*2018 2:07:42 PM,61.58,64.19,19.31,747.88,164.28,-7.8
10*6*2018 2:17:48 PM,62.04,64.68,19.34,747.84,164.24,-7.84
10*6*2018 2:27:50 PM,62.31,64.95,19.37,747.8,164.2,-7.88
10*6*2018 2:37:54 PM,62.71,65.39,19.42,747.75,164.15,-7.93
10*6*2018 2:47:56 PM,63.13,65.84,19.49,747.71,164.11,-7.97
10*6*2018 2:58:00 PM,63.64,66.31,19.54,747.67,164.07,-8.01
10*6*2018 3:08:01 PM,63.84,66.57,19.58,747.62,164.02,-8.06
10*6*2018 3:18:03 PM,64.31,66.97,19.63,747.57,163.97,-8.11
10*6*2018 3:28:05 PM,64.71,67.46,19.68,747.53,163.93,-8.15
10*6*2018 3:38:08 PM,64.98,67.62,19.74,747.49,163.89,-8.19
10*6*2018 3:48:13 PM,65.36,67.98,19.81,747.45,163.85,-8.23
10*6*2018 3:58:17 PM,65.86,68.56,19.87,747.4,163.8,-8.28
10*6*2018 4:08:22 PM,66.34,69.02,19.9,747.37,163.77,-8.31
10*6*2018 4:18:27 PM,66.95,69.62,19.91,747.32,163.72,-8.36
10*6*2018 4:28:27 PM,67.53,70.2,19.91,747.28,163.68,-8.4
10*6*2018 4:38:31 PM,68.04,70.69,19.91,747.23,163.63,-8.45
10*6*2018 4:48:36 PM,68.59,71.23,19.9,747.19,163.59,-8.49
10*6*2018 4:58:40 PM,69.05,71.68,19.88,747.15,163.55,-8.53
10*6*2018 5:08:44 PM,69.61,72.25,19.85,747.11,163.51,-8.57
10*6*2018 5:18:48 PM,70.1,72.73,19.82,747.07,163.47,-8.61
10*6*2018 5:28:50 PM,70.7,73.37,19.78,747.02,163.42,-8.66
10*6*2018 5:38:52 PM,71.41,74.09,19.72,746.98,163.38,-8.7
10*6*2018 5:48:56 PM,72.32,75.01,19.65,746.92,163.32,-8.76
10*6*2018 5:58:59 PM,73,75.77,19.56,746.87,163.27,-8.81
10*6*2018 6:09:01 PM,73.69,76.39,19.47,746.82,163.22,-8.86
10*6*2018 6:19:02 PM,74.36,77.06,19.37,746.77,163.17,-8.91
10*6*2018 6:29:05 PM,75.07,77.75,19.27,746.72,163.12,-8.96
10*6*2018 6:39:05 PM,75.74,78.45,19.18,746.67,163.07,-9.01
10*6*2018 6:49:09 PM,76.33,79.02,19.09,746.62,163.02,-9.06
10*6*2018 6:59:12 PM,77.21,80.06,19,746.57,162.97,-9.11
10*6*2018 7:09:18 PM,78.1,80.85,18.92,746.51,162.91,-9.17
10*6*2018 7:19:21 PM,78.57,81.35,18.83,746.46,162.86,-9.22
10*6*2018 7:29:23 PM,79.08,81.88,18.77,746.41,162.81,-9.27
10*6*2018 7:39:28 PM,79.74,82.54,18.71,746.36,162.76,-9.32
10*6*2018 7:49:32 PM,80.3,83.11,18.66,746.3,162.7,-9.38
10*6*2018 7:59:32 PM,80.89,83.67,18.61,746.26,162.66,-9.42
10*6*2018 8:09:32 PM,81.39,84.27,18.56,746.21,162.61,-9.47
10*6*2018 8:19:35 PM,82.36,85.15,18.52,746.15,162.55,-9.53
10*6*2018 8:29:37 PM,83.19,86.01,18.47,746.1,162.5,-9.58
10*6*2018 8:39:39 PM,83.68,86.55,18.42,746.05,162.45,-9.63
10*6*2018 8:49:42 PM,84.2,87.01,18.39,746,162.4,-9.68
10*6*2018 8:59:45 PM,84.69,87.56,18.36,745.95,162.35,-9.73
10*6*2018 9:09:49 PM,85.37,88.21,18.34,745.9,162.3,-9.78
10*6*2018 9:19:52 PM,86.03,88.91,18.31,745.85,162.25,-9.83
10*6*2018 9:29:53 PM,86.7,89.65,18.29,745.8,162.2,-9.88
10*6*2018 9:39:54 PM,87.56,90.54,18.25,745.75,162.15,-9.93
10*6*2018 9:49:59 PM,88.37,91.27,18.22,745.69,162.09,-9.99
10*6*2018 10:00:03 PM,88.97,91.93,18.19,745.65,162.05,-10.03
10*6*2018 10:10:03 PM,89.65,92.54,18.17,745.59,161.99,-10.09
10*6*2018 10:20:05 PM,90.19,93.19,18.16,745.54,161.94,-10.14
10*6*2018 10:30:05 PM,90.7,93.62,18.14,745.49,161.89,-10.19
10*6*2018 10:40:07 PM,91.24,94.24,18.13,745.45,161.85,-10.23
10*6*2018 10:50:08 PM,91.93,95.03,18.12,745.4,161.8,-10.28
10*6*2018 11:00:09 PM,92.87,95.95,18.1,745.34,161.74,-10.34
10*6*2018 11:10:16 PM,93.65,96.75,18.08,745.29,161.69,-10.39
10*6*2018 11:20:16 PM,94.22,97.2,18.06,745.24,161.64,-10.44
10*6*2018 11:30:16 PM,94.71,97.77,18.05,745.19,161.59,-10.49
10*6*2018 11:40:21 PM,95.36,98.46,18.04,745.15,161.55,-10.53
10*6*2018 11:50:22 PM,96.12,99.26,18.03,745.1,161.5,-10.58
10*7*2018 12:00:23 AM,96.85,99.86,18.02,745.05,161.45,-10.63
10*7*2018 12:10:25 AM,97.55,100.7,18.01,745,161.4,-10.68
10*7*2018 12:20:28 AM,98.38,101.64,17.99,744.95,161.35,-10.73
10*7*2018 12:30:29 AM,99.27,102.41,17.98,744.9,161.3,-10.78
10*7*2018 12:40:35 AM,100.01,103.16,17.97,744.85,161.25,-10.83
10*7*2018 12:50:37 AM,100.67,103.84,17.96,744.8,161.2,-10.88
10*7*2018 1:00:41 AM,101.25,104.4,17.95,744.75,161.15,-10.93
10*7*2018 1:10:41 AM,101.8,105.08,17.95,744.71,161.11,-10.97
10*7*2018 1:20:43 AM,102.52,105.79,17.94,744.66,161.06,-11.02
10*7*2018 1:30:43 AM,103.44,106.74,17.94,744.61,161.01,-11.07
10*7*2018 1:40:44 AM,104.33,107.7,17.93,744.56,160.96,-11.12
10*7*2018 1:50:44 AM,105.03,108.34,17.92,744.51,160.91,-11.17
10*7*2018 2:00:46 AM,105.65,108.85,17.92,744.47,160.87,-11.21
10*7*2018 2:10:48 AM,106.29,109.63,17.92,744.42,160.82,-11.26
10*7*2018 2:20:53 AM,107.08,110.44,17.93,744.38,160.78,-11.3
10*7*2018 2:30:57 AM,107.75,111.05,17.92,744.33,160.73,-11.35
10*7*2018 2:40:58 AM,108.34,111.72,17.93,744.28,160.68,-11.4
10*7*2018 2:50:59 AM,109.19,112.73,17.93,744.24,160.64,-11.44
10*7*2018 3:01:01 AM,110.23,113.76,17.92,744.19,160.59,-11.49
10*7*2018 3:11:01 AM,111,114.49,17.91,744.14,160.54,-11.54
10*7*2018 3:21:04 AM,111.66,115.1,17.91,744.09,160.49,-11.59
10*7*2018 3:31:05 AM,112.32,115.71,17.91,744.05,160.45,-11.63
10*7*2018 3:41:06 AM,112.92,116.38,17.92,744.01,160.41,-11.67
10*7*2018 3:51:09 AM,113.66,117.23,17.92,743.96,160.36,-11.72
10*7*2018 4:01:09 AM,114.57,118.14,17.92,743.92,160.32,-11.76
10*7*2018 4:11:11 AM,115.52,119.26,17.91,743.87,160.27,-11.81
10*7*2018 4:21:13 AM,116.52,120.3,17.89,743.82,160.22,-11.86
10*7*2018 4:31:17 AM,117.27,120.92,17.88,743.77,160.17,-11.91
10*7*2018 4:41:22 AM,117.95,121.54,17.88,743.72,160.12,-11.96
10*7*2018 4:51:25 AM,118.65,122.39,17.88,743.68,160.08,-12
10*7*2018 5:01:29 AM,119.46,123.28,17.88,743.63,160.03,-12.05
10*7*2018 5:11:33 AM,120.43,124.32,17.87,743.58,159.98,-12.1
10*7*2018 5:21:33 AM,121.25,125.22,17.86,743.53,159.93,-12.15
10*7*2018 5:31:34 AM,122.23,126.15,17.85,743.48,159.88,-12.2
10*7*2018 5:41:39 AM,123.17,127.04,17.84,743.43,159.83,-12.25
10*7*2018 5:51:40 AM,123.87,127.79,17.84,743.38,159.78,-12.3
10*7*2018 6:01:44 AM,124.68,128.57,17.84,743.34,159.74,-12.34
10*7*2018 6:11:48 AM,125.54,129.59,17.83,743.29,159.69,-12.39
10*7*2018 6:21:53 AM,126.41,130.41,17.83,743.25,159.65,-12.43
10*7*2018 6:31:54 AM,127.22,131.21,17.82,743.21,159.61,-12.47
10*7*2018 6:41:55 AM,128.2,132.38,17.81,743.16,159.56,-12.52
10*7*2018 6:51:59 AM,129.2,133.53,17.8,743.11,159.51,-12.57
10*7*2018 7:01:59 AM,130.21,134.45,17.79,743.06,159.46,-12.62
10*7*2018 7:12:00 AM,131.07,135.32,17.79,743.01,159.41,-12.67
10*7*2018 7:22:03 AM,131.89,136.04,17.78,742.97,159.37,-12.71
10*7*2018 7:32:04 AM,132.69,136.87,17.78,742.92,159.32,-12.76
10*7*2018 7:42:08 AM,133.54,137.88,17.78,742.87,159.27,-12.81
10*7*2018 7:52:10 AM,134.51,139,17.77,742.82,159.22,-12.86
10*7*2018 8:02:13 AM,135.62,140.18,17.76,742.77,159.17,-12.91
