Parameter Name,Value
General Information,
Sample name:,
Start of measurement:,9*21*2018 4:34:11 PM
Stop of measurement:,9*27*2018 2:20:26 PM
Duration of Measurements:,5 Days
Geometric Parameters,
Soil surface area [cm2]:,249
Soil column height [cm]:,5.1
Position lower tensiometer [cm]:,3.75
Position upper tensiometer [cm]:,1.25
HYPROP Parameters,
Measurement head net weight [g]:,388
Empty soil sampling ring weight [g]:,207
Air entry pressure upper tensiometer [bar]:,8.8
Air entry pressure lower tensiometer [bar]:,8.8
Density of solid substance [g/cm3]:,2.65
Statistical analysis,
Tensiometer [hPa]:,0.15
Scale [g]:,0.05
Sensor Unit Information,
Busnumber:,29
Subaddress:,3
Serial number:,2082
Sensor unit name:,MY-HYPROP---
Firmware Version:,1.4
Scale Information,
Serial number:,144226084
Scale name:,HYPROP Balance
Correction,
Volume correction [ml]:,0
Weight correction [g]:,0
Start/Stop Line,
Start,9*21*2018 4:34:11 PM
Stop,9*24*2018 11:01:53 PM
,
Calculation of water contents,
Calculation of water contents,From dry soil weight [g]:
Initial water content [Vol%]:,0.477980103155579
Dry soil weight [g]:,96.21
Additional Soil Paramters,
Density [g/cm3]:,0.97
Porosity [-]:,0.63
Fitting Parameters,
INTERPOL,2
Tensiometer_Mean,2
Polynomial_degree,5
wtheta,1
wk,0.001
Fitting,
Model Description,traditional constrained van Genuchten-Mualem model
Notes,
General data,
- Site coordinates,
- Sampling date,
- Site description,
- Soil type,
- Land use,
Soil physical data,
"- Texture (%clay, %silt, %sand)",
- Soil texture class,
- Sampling depth,
- Organic carbon content,
Sample preparation and handling,
- Initial saturation procedure,
"- Swelling handling (suppressed, not suppressed, under load)",
Date / Time,Tension bottom [hPa],Tension top [hPa],Temperature [°C],Gross weight [g],Net weight [g],Weight change [g]
9*21*2018 5:07:28 PM,-0.53,1.73,19.43,738.21,143.21,-0.32
9*21*2018 5:08:34 PM,-0.73,1.54,19.42,738.2,143.2,-0.33
9*21*2018 5:09:41 PM,-0.67,1.51,19.41,738.19,143.19,-0.34
9*21*2018 5:10:47 PM,-0.9,1.32,19.41,738.19,143.19,-0.34
9*21*2018 5:11:54 PM,-0.9,1.35,19.4,738.18,143.18,-0.35
9*21*2018 5:13:00 PM,-0.88,1.39,19.4,738.17,143.17,-0.36
9*21*2018 5:14:07 PM,-0.85,1.36,19.39,738.16,143.16,-0.37
9*21*2018 5:15:14 PM,-0.87,1.44,19.38,738.15,143.15,-0.38
9*21*2018 5:16:20 PM,-0.87,1.45,19.38,738.14,143.14,-0.39
9*21*2018 5:17:27 PM,-0.79,1.45,19.37,738.14,143.14,-0.39
9*21*2018 5:18:33 PM,-0.8,1.51,19.36,738.13,143.13,-0.4
9*21*2018 5:19:40 PM,-0.78,1.51,19.36,738.12,143.12,-0.41
9*21*2018 5:20:46 PM,-0.75,1.54,19.35,738.11,143.11,-0.42
9*21*2018 5:21:53 PM,-0.74,1.59,19.34,738.1,143.1,-0.43
9*21*2018 5:22:59 PM,-0.73,1.6,19.34,738.09,143.09,-0.44
9*21*2018 5:24:06 PM,-0.66,1.61,19.33,738.08,143.08,-0.45
9*21*2018 5:25:12 PM,-0.71,1.64,19.32,738.07,143.07,-0.46
9*21*2018 5:26:19 PM,-0.67,1.65,19.32,738.06,143.06,-0.47
9*21*2018 5:27:25 PM,-0.64,1.71,19.31,738.05,143.05,-0.48
9*21*2018 5:28:32 PM,-0.66,1.73,19.3,738.04,143.04,-0.49
9*21*2018 5:29:38 PM,-0.62,1.75,19.29,738.04,143.04,-0.49
9*21*2018 5:30:45 PM,-0.6,1.77,19.29,738.03,143.03,-0.5
9*21*2018 5:31:51 PM,-0.55,1.81,19.28,738.02,143.02,-0.51
9*21*2018 5:32:58 PM,-0.54,1.81,19.27,738.01,143.01,-0.52
9*21*2018 5:34:05 PM,-0.55,1.84,19.26,738,143,-0.53
9*21*2018 5:35:11 PM,-0.48,1.84,19.26,738,143,-0.53
9*21*2018 5:36:18 PM,-0.52,1.89,19.25,737.99,142.99,-0.54
9*21*2018 5:37:24 PM,-0.49,1.89,19.24,737.98,142.98,-0.55
9*21*2018 5:38:31 PM,-0.45,1.91,19.23,737.97,142.97,-0.56
9*21*2018 5:39:37 PM,-0.5,1.95,19.22,737.96,142.96,-0.57
9*21*2018 5:49:58 PM,-0.3,2.17,19.14,737.88,142.88,-0.65
9*21*2018 6:00:18 PM,-0.11,2.42,19.06,737.8,142.8,-0.73
9*21*2018 6:10:39 PM,0.04,2.57,18.98,737.72,142.72,-0.81
9*21*2018 6:21:00 PM,0.14,2.73,18.91,737.65,142.65,-0.88
9*21*2018 6:31:20 PM,0.31,2.78,18.82,737.58,142.58,-0.95
9*21*2018 6:41:41 PM,0.29,2.78,18.74,737.52,142.52,-1.01
9*21*2018 6:52:02 PM,0.29,2.78,18.65,737.45,142.45,-1.08
9*21*2018 7:02:22 PM,0.41,2.9,18.55,737.39,142.39,-1.14
9*21*2018 7:12:43 PM,0.55,3.07,18.45,737.32,142.32,-1.21
9*21*2018 7:23:03 PM,0.66,3.19,18.35,737.26,142.26,-1.27
9*21*2018 7:33:24 PM,0.72,3.21,18.26,737.2,142.2,-1.33
9*21*2018 7:43:44 PM,0.79,3.32,18.16,737.14,142.14,-1.39
9*21*2018 7:54:05 PM,0.89,3.41,18.05,737.08,142.08,-1.45
9*21*2018 8:04:25 PM,0.93,3.45,17.95,737.02,142.02,-1.51
9*21*2018 8:14:46 PM,0.81,3.41,17.84,736.96,141.96,-1.57
9*21*2018 8:25:07 PM,0.99,3.57,17.74,736.9,141.9,-1.63
9*21*2018 8:35:26 PM,1.08,3.7,17.64,736.84,141.84,-1.69
9*21*2018 8:45:47 PM,1.15,3.75,17.54,736.77,141.77,-1.76
9*21*2018 8:56:08 PM,1.22,3.84,17.44,736.72,141.72,-1.81
9*21*2018 9:06:28 PM,1.27,3.91,17.34,736.65,141.65,-1.88
9*21*2018 9:16:48 PM,1.27,3.89,17.26,736.59,141.59,-1.94
9*21*2018 9:27:09 PM,1.38,4.03,17.19,736.55,141.55,-1.98
9*21*2018 9:37:30 PM,1.4,4.09,17.14,736.5,141.5,-2.03
9*21*2018 9:47:51 PM,1.51,4.16,17.11,736.46,141.46,-2.07
9*21*2018 9:58:11 PM,1.37,4.05,17.09,736.41,141.41,-2.12
9*21*2018 10:08:32 PM,1.53,4.22,17.09,736.36,141.36,-2.17
9*21*2018 10:18:53 PM,1.6,4.29,17.1,736.31,141.31,-2.22
9*21*2018 10:29:13 PM,1.7,4.43,17.1,736.26,141.26,-2.27
9*21*2018 10:39:34 PM,1.12,3.9,17.1,736.21,141.21,-2.32
9*21*2018 10:49:54 PM,0.62,3.38,17.1,736.15,141.15,-2.38
9*21*2018 11:00:15 PM,0.69,3.45,17.11,736.1,141.1,-2.43
9*21*2018 11:10:35 PM,0.8,3.51,17.13,736.06,141.06,-2.47
9*21*2018 11:20:56 PM,0.9,3.65,17.14,736.01,141.01,-2.52
9*21*2018 11:31:16 PM,0.98,3.79,17.16,735.94,140.94,-2.59
9*21*2018 11:41:37 PM,1.07,3.87,17.19,735.9,140.9,-2.63
9*21*2018 11:51:58 PM,1.09,3.91,17.23,735.86,140.86,-2.67
9*22*2018 12:02:17 AM,1.18,3.99,17.28,735.82,140.82,-2.71
9*22*2018 12:12:38 AM,1.26,4.12,17.32,735.78,140.78,-2.75
9*22*2018 12:23:00 AM,1.4,4.21,17.35,735.74,140.74,-2.79
9*22*2018 12:33:19 AM,1.51,4.33,17.38,735.69,140.69,-2.84
9*22*2018 12:43:40 AM,1.54,4.41,17.4,735.64,140.64,-2.89
9*22*2018 12:54:00 AM,1.56,4.35,17.43,735.61,140.61,-2.92
9*22*2018 1:04:21 AM,1.58,4.46,17.48,735.55,140.55,-2.98
9*22*2018 1:14:42 AM,1.58,4.48,17.57,735.49,140.49,-3.04
9*22*2018 1:25:03 AM,1.72,4.64,17.72,735.42,140.42,-3.11
9*22*2018 1:35:23 AM,1.82,4.68,17.92,735.35,140.35,-3.18
9*22*2018 1:45:44 AM,1.73,4.62,18.15,735.28,140.28,-3.25
9*22*2018 1:56:05 AM,1.64,4.53,18.38,735.22,140.22,-3.31
9*22*2018 2:06:25 AM,1.69,4.59,18.57,735.15,140.15,-3.38
9*22*2018 2:16:46 AM,1.84,4.75,18.75,735.09,140.09,-3.44
9*22*2018 2:27:06 AM,1.83,4.74,18.9,735.03,140.03,-3.5
9*22*2018 2:37:25 AM,2,4.83,19.03,734.98,139.98,-3.55
9*22*2018 2:47:46 AM,1.9,4.81,19.16,734.91,139.91,-3.62
9*22*2018 2:58:05 AM,2.05,4.92,19.29,734.84,139.84,-3.69
9*22*2018 3:08:07 AM,2.14,5.01,19.42,734.78,139.78,-3.75
9*22*2018 3:18:26 AM,2.06,4.98,19.59,734.71,139.71,-3.82
9*22*2018 3:28:45 AM,2.2,5.07,19.76,734.64,139.64,-3.89
9*22*2018 3:39:04 AM,2.13,5.06,19.93,734.56,139.56,-3.97
9*22*2018 3:49:22 AM,2.3,5.2,20.09,734.51,139.51,-4.02
9*22*2018 3:59:41 AM,2.32,5.22,20.23,734.45,139.45,-4.08
9*22*2018 4:10:01 AM,2.43,5.31,20.35,734.39,139.39,-4.14
9*22*2018 4:20:21 AM,2.51,5.37,20.45,734.33,139.33,-4.2
9*22*2018 4:30:40 AM,2.6,5.43,20.53,734.27,139.27,-4.26
9*22*2018 4:41:00 AM,2.58,5.5,20.58,734.22,139.22,-4.31
9*22*2018 4:51:20 AM,2.69,5.54,20.62,734.17,139.17,-4.36
9*22*2018 5:01:39 AM,2.71,5.6,20.65,734.12,139.12,-4.41
9*22*2018 5:11:57 AM,2.73,5.63,20.65,734.07,139.07,-4.46
9*22*2018 5:22:17 AM,2.73,5.6,20.65,734.03,139.03,-4.5
9*22*2018 5:32:36 AM,2.87,5.72,20.63,733.98,138.98,-4.55
9*22*2018 5:42:56 AM,2.85,5.73,20.6,733.93,138.93,-4.6
9*22*2018 5:53:15 AM,2.93,5.78,20.57,733.88,138.88,-4.65
9*22*2018 6:03:34 AM,3.03,5.89,20.55,733.83,138.83,-4.7
9*22*2018 6:13:55 AM,3.15,5.98,20.53,733.79,138.79,-4.74
9*22*2018 6:24:15 AM,3.19,6.02,20.5,733.74,138.74,-4.79
9*22*2018 6:34:35 AM,3.18,6.05,20.47,733.69,138.69,-4.84
9*22*2018 6:44:56 AM,3.25,6.11,20.44,733.64,138.64,-4.89
9*22*2018 6:55:17 AM,3.2,6.07,20.42,733.59,138.59,-4.94
9*22*2018 7:05:37 AM,3.35,6.22,20.4,733.53,138.53,-5
9*22*2018 7:15:57 AM,3.08,5.9,20.38,733.49,138.49,-5.04
9*22*2018 7:26:19 AM,3.26,6.11,20.35,733.44,138.44,-5.09
9*22*2018 7:36:39 AM,3.37,6.22,20.33,733.39,138.39,-5.14
9*22*2018 7:46:59 AM,3.42,6.26,20.31,733.34,138.34,-5.19
9*22*2018 7:57:20 AM,3.45,6.3,20.3,733.29,138.29,-5.24
9*22*2018 8:07:41 AM,3.52,6.4,20.29,733.24,138.24,-5.29
9*22*2018 8:18:01 AM,3.56,6.43,20.28,733.19,138.19,-5.34
9*22*2018 8:28:22 AM,3.68,6.5,20.27,733.14,138.14,-5.39
9*22*2018 8:38:42 AM,3.75,6.56,20.27,733.08,138.08,-5.45
9*22*2018 8:49:03 AM,3.77,6.64,20.28,733.03,138.03,-5.5
9*22*2018 8:59:23 AM,3.9,6.71,20.3,732.99,137.99,-5.54
9*22*2018 9:09:44 AM,3.98,6.84,20.32,732.94,137.94,-5.59
9*22*2018 9:20:04 AM,4.05,6.91,20.33,732.89,137.89,-5.64
9*22*2018 9:30:24 AM,4.11,6.97,20.36,732.83,137.83,-5.7
9*22*2018 9:40:45 AM,4.24,7.07,20.4,732.77,137.77,-5.76
9*22*2018 9:51:05 AM,4.31,7.15,20.43,732.71,137.71,-5.82
9*22*2018 10:01:26 AM,4.38,7.23,20.47,732.66,137.66,-5.87
9*22*2018 10:11:46 AM,4.43,7.3,20.52,732.6,137.6,-5.93
9*22*2018 10:22:06 AM,4.52,7.39,20.56,732.53,137.53,-6
9*22*2018 10:32:27 AM,4.54,7.4,20.62,732.47,137.47,-6.06
9*22*2018 10:42:47 AM,4.6,7.45,20.68,732.41,137.41,-6.12
9*22*2018 10:53:08 AM,4.69,7.57,20.76,732.34,137.34,-6.19
9*22*2018 11:03:29 AM,4.74,7.64,20.84,732.29,137.29,-6.24
9*22*2018 11:13:50 AM,4.76,7.66,20.93,732.24,137.24,-6.29
9*22*2018 11:24:11 AM,4.89,7.71,21.03,732.19,137.19,-6.34
9*22*2018 11:34:31 AM,4.96,7.86,21.15,732.14,137.14,-6.39
9*22*2018 11:44:51 AM,5,7.89,21.27,732.08,137.08,-6.45
9*22*2018 11:55:12 AM,5.09,7.95,21.41,732.03,137.03,-6.5
9*22*2018 12:05:32 PM,5.11,8.01,21.53,731.97,136.97,-6.56
9*22*2018 12:15:53 PM,5.19,8.1,21.66,731.92,136.92,-6.61
9*22*2018 12:26:13 PM,5.05,7.93,21.76,731.87,136.87,-6.66
9*22*2018 12:36:33 PM,5.26,8.14,21.84,731.82,136.82,-6.71
9*22*2018 12:46:55 PM,5.31,8.2,21.91,731.77,136.77,-6.76
9*22*2018 12:57:15 PM,5.37,8.28,21.96,731.71,136.71,-6.82
9*22*2018 1:07:35 PM,5.44,8.33,22,731.66,136.66,-6.87
9*22*2018 1:17:56 PM,5.51,8.42,22.01,731.62,136.62,-6.91
9*22*2018 1:28:16 PM,5.6,8.46,22.01,731.56,136.56,-6.97
9*22*2018 1:38:37 PM,5.57,8.47,21.97,731.49,136.49,-7.04
9*22*2018 1:48:57 PM,5.71,8.55,21.91,731.43,136.43,-7.1
9*22*2018 1:59:18 PM,5.81,8.65,21.81,731.38,136.38,-7.15
9*22*2018 2:09:38 PM,5.93,8.75,21.68,731.31,136.31,-7.22
9*22*2018 2:19:58 PM,6.05,8.91,21.53,731.26,136.26,-7.27
9*22*2018 2:30:19 PM,6.13,8.99,21.36,731.21,136.21,-7.32
9*22*2018 2:40:40 PM,6.2,9.04,21.2,731.15,136.15,-7.38
9*22*2018 2:51:01 PM,6.34,9.14,21.02,731.09,136.09,-7.44
9*22*2018 3:01:21 PM,6.37,9.21,20.86,731.04,136.04,-7.49
9*22*2018 3:11:41 PM,6.47,9.33,20.71,730.98,135.98,-7.55
9*22*2018 3:22:02 PM,6.64,9.47,20.56,730.93,135.93,-7.6
9*22*2018 3:32:22 PM,6.37,9.19,20.43,730.87,135.87,-7.66
9*22*2018 3:42:43 PM,6.53,9.34,20.3,730.82,135.82,-7.71
9*22*2018 3:53:03 PM,6.51,9.39,20.19,730.75,135.75,-7.78
9*22*2018 4:03:23 PM,6.76,9.58,20.08,730.7,135.7,-7.83
9*22*2018 4:13:44 PM,6.84,9.64,19.97,730.63,135.63,-7.9
9*22*2018 4:24:04 PM,6.87,9.68,19.85,730.57,135.57,-7.96
9*22*2018 4:34:24 PM,7.04,9.82,19.72,730.51,135.51,-8.02
9*22*2018 4:44:45 PM,7.16,9.94,19.57,730.44,135.44,-8.09
9*22*2018 4:55:05 PM,7.27,10.05,19.41,730.39,135.39,-8.14
9*22*2018 5:05:25 PM,6.48,9.3,19.23,730.33,135.33,-8.2
9*22*2018 5:15:46 PM,6.17,8.92,19.07,730.29,135.29,-8.24
9*22*2018 5:26:06 PM,6.5,9.28,18.92,730.24,135.24,-8.29
9*22*2018 5:36:27 PM,6.83,9.62,18.77,730.19,135.19,-8.34
9*22*2018 5:46:47 PM,7.1,9.87,18.64,730.13,135.13,-8.4
9*22*2018 5:57:08 PM,7.36,10.1,18.51,730.08,135.08,-8.45
9*22*2018 6:07:28 PM,7.44,10.24,18.38,730.04,135.04,-8.49
9*22*2018 6:17:49 PM,7.61,10.34,18.26,729.98,134.98,-8.55
9*22*2018 6:28:09 PM,7.67,10.44,18.14,729.92,134.92,-8.61
9*22*2018 6:38:29 PM,7.71,10.47,18.02,729.87,134.87,-8.66
9*22*2018 6:48:48 PM,7.79,10.56,17.9,729.8,134.8,-8.73
9*22*2018 6:59:08 PM,7.91,10.67,17.81,729.75,134.75,-8.78
9*22*2018 7:09:28 PM,7.92,10.68,17.72,729.71,134.71,-8.82
9*22*2018 7:19:49 PM,8.03,10.82,17.65,729.67,134.67,-8.86
9*22*2018 7:30:09 PM,8.04,10.83,17.59,729.64,134.64,-8.89
9*22*2018 7:40:30 PM,8.11,10.93,17.56,729.58,134.58,-8.95
9*22*2018 7:50:50 PM,8.13,10.92,17.54,729.54,134.54,-8.99
9*22*2018 8:01:11 PM,8.19,11.02,17.53,729.51,134.51,-9.02
9*22*2018 8:11:31 PM,8.34,11.09,17.53,729.46,134.46,-9.07
9*22*2018 8:21:51 PM,8.42,11.21,17.53,729.42,134.42,-9.11
9*22*2018 8:32:11 PM,8.54,11.32,17.53,729.36,134.36,-9.17
9*22*2018 8:42:31 PM,8.6,11.4,17.53,729.31,134.31,-9.22
9*22*2018 8:52:52 PM,8.72,11.49,17.52,729.28,134.28,-9.25
9*22*2018 9:03:12 PM,8.79,11.59,17.53,729.23,134.23,-9.3
9*22*2018 9:13:34 PM,8.91,11.65,17.55,729.19,134.19,-9.34
9*22*2018 9:23:53 PM,8.94,11.76,17.57,729.14,134.14,-9.39
9*22*2018 9:34:14 PM,9.03,11.79,17.58,729.09,134.09,-9.44
9*22*2018 9:44:34 PM,9.06,11.9,17.61,729.06,134.06,-9.47
9*22*2018 9:54:56 PM,9.17,11.92,17.64,729.01,134.01,-9.52
9*22*2018 10:05:16 PM,9.16,11.97,17.67,728.96,133.96,-9.57
9*22*2018 10:15:37 PM,9.19,11.95,17.7,728.92,133.92,-9.61
9*22*2018 10:25:57 PM,9.28,12.07,17.72,728.88,133.88,-9.65
9*22*2018 10:36:18 PM,9.27,12.06,17.73,728.83,133.83,-9.7
9*22*2018 10:46:38 PM,9.33,12.15,17.75,728.79,133.79,-9.74
9*22*2018 10:56:59 PM,9.45,12.25,17.77,728.75,133.75,-9.78
9*22*2018 11:07:19 PM,9.54,12.3,17.79,728.71,133.71,-9.82
9*22*2018 11:17:41 PM,9.62,12.36,17.8,728.67,133.67,-9.86
9*22*2018 11:28:01 PM,9.64,12.43,17.82,728.64,133.64,-9.89
9*22*2018 11:38:21 PM,9.71,12.49,17.83,728.6,133.6,-9.93
9*22*2018 11:48:41 PM,9.78,12.53,17.86,728.56,133.56,-9.97
9*22*2018 11:59:01 PM,9.83,12.62,17.88,728.53,133.53,-10
9*23*2018 12:09:21 AM,9.91,12.69,17.9,728.49,133.49,-10.04
9*23*2018 12:19:41 AM,9.9,12.71,17.91,728.45,133.45,-10.08
9*23*2018 12:30:01 AM,10.03,12.79,17.93,728.41,133.41,-10.12
9*23*2018 12:40:21 AM,10.05,12.84,17.96,728.38,133.38,-10.15
9*23*2018 12:50:42 AM,10.13,12.89,17.99,728.33,133.33,-10.2
9*23*2018 1:01:02 AM,10.19,12.93,18.02,728.3,133.3,-10.23
9*23*2018 1:11:23 AM,10.18,12.93,18.05,728.27,133.27,-10.26
9*23*2018 1:21:43 AM,10.27,13.07,18.08,728.23,133.23,-10.3
9*23*2018 1:32:04 AM,10.35,13.12,18.1,728.2,133.2,-10.33
9*23*2018 1:42:25 AM,10.38,13.14,18.12,728.15,133.15,-10.38
9*23*2018 1:52:45 AM,10.41,13.18,18.14,728.12,133.12,-10.41
9*23*2018 2:03:06 AM,10.5,13.25,18.16,728.08,133.08,-10.45
9*23*2018 2:13:26 AM,10.57,13.36,18.18,728.05,133.05,-10.48
9*23*2018 2:23:46 AM,10.61,13.39,18.19,728.01,133.01,-10.52
9*23*2018 2:34:06 AM,10.67,13.43,18.21,727.98,132.98,-10.55
9*23*2018 2:44:24 AM,10.74,13.51,18.23,727.93,132.93,-10.6
9*23*2018 2:54:44 AM,10.77,13.55,18.29,727.87,132.87,-10.66
9*23*2018 3:05:03 AM,10.87,13.71,18.38,727.8,132.8,-10.73
9*23*2018 3:15:04 AM,10.95,13.72,18.53,727.73,132.73,-10.8
9*23*2018 3:25:23 AM,10.63,13.45,18.7,727.67,132.67,-10.86
9*23*2018 3:35:41 AM,10.93,13.68,18.88,727.61,132.61,-10.92
9*23*2018 3:46:00 AM,11.01,13.79,19.05,727.56,132.56,-10.97
9*23*2018 3:56:20 AM,11.09,13.88,19.22,727.52,132.52,-11.01
9*23*2018 4:06:39 AM,10.96,13.92,19.36,727.48,132.48,-11.05
9*23*2018 4:16:58 AM,11.26,14.05,19.48,727.43,132.43,-11.1
9*23*2018 4:27:18 AM,11.32,14.14,19.58,727.38,132.38,-11.15
9*23*2018 4:37:37 AM,11.44,14.23,19.66,727.33,132.33,-11.2
9*23*2018 4:47:56 AM,11.52,14.29,19.73,727.29,132.29,-11.24
9*23*2018 4:58:15 AM,11.57,14.34,19.77,727.24,132.24,-11.29
9*23*2018 5:08:34 AM,11.64,14.44,19.81,727.21,132.21,-11.32
9*23*2018 5:18:53 AM,11.69,14.45,19.84,727.16,132.16,-11.37
9*23*2018 5:29:12 AM,11.66,14.43,19.87,727.12,132.12,-11.41
9*23*2018 5:39:30 AM,11.7,14.49,19.9,727.08,132.08,-11.45
9*23*2018 5:49:49 AM,11.82,14.62,19.92,727.03,132.03,-11.5
9*23*2018 6:00:08 AM,11.92,14.68,19.94,726.99,131.99,-11.54
9*23*2018 6:10:27 AM,11.97,14.74,19.97,726.95,131.95,-11.58
9*23*2018 6:20:46 AM,12.07,14.85,19.99,726.91,131.91,-11.62
9*23*2018 6:31:06 AM,12.11,14.92,20.01,726.87,131.87,-11.66
9*23*2018 6:41:27 AM,12.18,14.97,20.03,726.83,131.83,-11.7
9*23*2018 6:51:47 AM,12.26,15.02,20.05,726.79,131.79,-11.74
9*23*2018 7:02:08 AM,12.38,15.16,20.06,726.74,131.74,-11.79
9*23*2018 7:12:29 AM,12.33,15.13,20.07,726.69,131.69,-11.84
9*23*2018 7:22:49 AM,12.47,15.26,20.08,726.65,131.65,-11.88
9*23*2018 7:33:10 AM,12.55,15.36,20.1,726.61,131.61,-11.92
9*23*2018 7:43:30 AM,12.6,15.38,20.11,726.57,131.57,-11.96
9*23*2018 7:53:51 AM,12.7,15.48,20.11,726.52,131.52,-12.01
9*23*2018 8:04:11 AM,12.78,15.54,20.11,726.48,131.48,-12.05
9*23*2018 8:14:32 AM,12.85,15.62,20.12,726.42,131.42,-12.11
9*23*2018 8:24:52 AM,12.88,15.69,20.13,726.38,131.38,-12.15
9*23*2018 8:35:13 AM,12.98,15.78,20.15,726.34,131.34,-12.19
9*23*2018 8:45:33 AM,13.07,15.84,20.17,726.3,131.3,-12.23
9*23*2018 8:55:54 AM,13.16,15.92,20.19,726.25,131.25,-12.28
9*23*2018 9:06:14 AM,13.25,16.02,20.23,726.2,131.2,-12.33
9*23*2018 9:16:34 AM,13.34,16.11,20.29,726.15,131.15,-12.38
9*23*2018 9:26:54 AM,13.41,16.17,20.37,726.09,131.09,-12.44
9*23*2018 9:37:14 AM,13.49,16.29,20.44,726.05,131.05,-12.48
9*23*2018 9:47:35 AM,13.54,16.34,20.49,725.99,130.99,-12.54
9*23*2018 9:57:55 AM,13.67,16.43,20.54,725.95,130.95,-12.58
9*23*2018 10:08:16 AM,13.78,16.53,20.59,725.9,130.9,-12.63
9*23*2018 10:18:37 AM,13.82,16.65,20.63,725.86,130.86,-12.67
